hour_route_key,weekday,date,count
11 5 N,true,2016-03-11,8
11 4 N,true,2016-03-11,10
11 6 N,true,2016-03-11,14
12 5 S,true,2016-03-11,8
12 4 S,true,2016-03-11,8
12 5 N,true,2016-03-11,8
12 6 S,true,2016-03-11,17
12 4 N,true,2016-03-11,7
12 6 N,true,2016-03-11,14
13 6 S,true,2016-03-11,12
13 5 S,true,2016-03-11,7
13 4 S,true,2016-03-11,7
13 5 N,true,2016-03-11,7
13 4 N,true,2016-03-11,8
13 6 N,true,2016-03-11,16
16 4 N,true,2016-03-11,10
14 6 S,true,2016-03-11,16
14 4 S,true,2016-03-11,8
14 5 S,true,2016-03-11,8
14 5 N,true,2016-03-11,8
14 4 N,true,2016-03-11,7
14 6 N,true,2016-03-11,11
15 6 S,true,2016-03-11,14
15 5 S,true,2016-03-11,10
15 4 S,true,2016-03-11,9
15 5 N,true,2016-03-11,6
15 4 N,true,2016-03-11,8
15 6 N,true,2016-03-11,16
16 5 S,true,2016-03-11,12
16 6 S,true,2016-03-11,17
16 4 S,true,2016-03-11,11
16 5 N,true,2016-03-11,8
16 6 N,true,2016-03-11,16
17 5 S,true,2016-03-11,8
17 4 S,true,2016-03-11,15
17 5 N,true,2016-03-11,10
17 6 S,true,2016-03-11,18
17 4 N,true,2016-03-11,8
17 6 N,true,2016-03-11,19
18 5 N,true,2016-03-11,12
18 6 S,true,2016-03-11,17
18 5 S,true,2016-03-11,6
18 4 N,true,2016-03-11,12
18 4 S,true,2016-03-11,7
18 6 N,true,2016-03-11,17
19 6 S,true,2016-03-11,13
19 4 N,true,2016-03-11,13
19 5 S,true,2016-03-11,6
19 4 S,true,2016-03-11,8
19 5 N,true,2016-03-11,6
19 6 N,true,2016-03-11,15
20 5 S,true,2016-03-11,6
20 6 S,true,2016-03-11,11
20 4 S,true,2016-03-11,8
20 5 N,true,2016-03-11,6
20 4 N,true,2016-03-11,7
20 6 N,true,2016-03-11,11
21 6 S,true,2016-03-11,10
21 4 S,true,2016-03-11,6
21 5 S,true,2016-03-11,5
21 4 N,true,2016-03-11,9
21 5 N,true,2016-03-11,6
21 6 N,true,2016-03-11,12
22 5 S,true,2016-03-11,5
22 6 S,true,2016-03-11,7
22 4 S,true,2016-03-11,6
22 4 N,true,2016-03-11,6
22 5 N,true,2016-03-11,6
22 6 N,true,2016-03-11,8
23 6 S,true,2016-03-11,5
23 4 S,true,2016-03-11,5
23 4 N,true,2016-03-11,5
23 6 N,true,2016-03-11,7
23 5 N,true,2016-03-11,2
00 4 S,false,2016-03-12,3
00 4 N,false,2016-03-12,4
23 4 N,false,2016-03-12,6
00 6 S,false,2016-03-12,5
01 4 S,false,2016-03-12,3
00 6 N,false,2016-03-12,2
01 6 S,false,2016-03-12,2
01 6 N,false,2016-03-12,4
01 4 N,false,2016-03-12,2
02 6 S,false,2016-03-12,3
02 4 S,false,2016-03-12,2
02 4 N,false,2016-03-12,3
02 6 N,false,2016-03-12,3
03 4 S,false,2016-03-12,4
03 6 S,false,2016-03-12,3
03 4 N,false,2016-03-12,3
03 6 N,false,2016-03-12,3
04 6 S,false,2016-03-12,3
04 4 S,false,2016-03-12,2
04 4 N,false,2016-03-12,3
04 6 N,false,2016-03-12,3
05 4 S,false,2016-03-12,4
05 6 S,false,2016-03-12,3
05 4 N,false,2016-03-12,4
05 6 N,false,2016-03-12,3
06 6 S,false,2016-03-12,6
06 4 S,false,2016-03-12,7
06 6 N,false,2016-03-12,4
06 4 N,false,2016-03-12,4
07 6 S,false,2016-03-12,7
07 4 S,false,2016-03-12,8
07 4 N,false,2016-03-12,8
07 6 N,false,2016-03-12,7
08 6 S,false,2016-03-12,10
08 4 S,false,2016-03-12,8
08 4 N,false,2016-03-12,9
08 6 N,false,2016-03-12,8
09 6 S,false,2016-03-12,8
09 4 S,false,2016-03-12,8
09 4 N,false,2016-03-12,7
09 6 N,false,2016-03-12,9
10 6 S,false,2016-03-12,8
10 4 S,false,2016-03-12,8
10 4 N,false,2016-03-12,8
10 6 N,false,2016-03-12,8
11 6 S,false,2016-03-12,9
11 4 S,false,2016-03-12,9
11 4 N,false,2016-03-12,8
11 6 N,false,2016-03-12,9
12 6 S,false,2016-03-12,9
12 4 S,false,2016-03-12,8
12 6 N,false,2016-03-12,8
12 4 N,false,2016-03-12,8
13 6 S,false,2016-03-12,9
13 4 S,false,2016-03-12,7
13 4 N,false,2016-03-12,8
13 6 N,false,2016-03-12,9
14 6 S,false,2016-03-12,7
14 6 N,false,2016-03-12,8
14 4 S,false,2016-03-12,9
14 4 N,false,2016-03-12,8
15 6 S,false,2016-03-12,10
15 6 N,false,2016-03-12,9
15 4 N,false,2016-03-12,8
15 4 S,false,2016-03-12,9
16 4 S,false,2016-03-12,8
16 6 S,false,2016-03-12,8
16 6 N,false,2016-03-12,9
16 4 N,false,2016-03-12,9
17 6 S,false,2016-03-12,8
17 4 S,false,2016-03-12,8
17 4 N,false,2016-03-12,7
17 6 N,false,2016-03-12,8
18 6 S,false,2016-03-12,8
18 4 S,false,2016-03-12,8
18 4 N,false,2016-03-12,9
18 6 N,false,2016-03-12,8
19 6 S,false,2016-03-12,9
19 4 S,false,2016-03-12,8
19 6 N,false,2016-03-12,8
19 4 N,false,2016-03-12,9
20 6 S,false,2016-03-12,8
20 4 S,false,2016-03-12,4
20 6 N,false,2016-03-12,9
20 4 N,false,2016-03-12,7
21 6 S,false,2016-03-12,7
21 4 S,false,2016-03-12,6
21 6 N,false,2016-03-12,8
21 4 N,false,2016-03-12,4
22 6 S,false,2016-03-12,7
22 4 S,false,2016-03-12,5
22 6 N,false,2016-03-12,8
22 4 N,false,2016-03-12,5
23 6 S,false,2016-03-12,6
23 4 S,false,2016-03-12,4
23 6 N,false,2016-03-12,6
00 4 N,false,2016-03-13,4
00 4 S,false,2016-03-13,4
23 4 S,false,2016-03-13,5
23 4 N,false,2016-03-13,5
00 6 N,false,2016-03-13,5
00 6 S,false,2016-03-13,5
01 6 S,false,2016-03-13,3
01 4 S,false,2016-03-13,3
01 6 N,false,2016-03-13,4
01 4 N,false,2016-03-13,3
03 6 S,false,2016-03-13,3
03 4 S,false,2016-03-13,3
03 4 N,false,2016-03-13,3
03 6 N,false,2016-03-13,3
04 6 S,false,2016-03-13,3
04 4 S,false,2016-03-13,3
04 4 N,false,2016-03-13,3
04 6 N,false,2016-03-13,3
05 6 S,false,2016-03-13,3
05 4 S,false,2016-03-13,3
05 4 N,false,2016-03-13,3
05 6 N,false,2016-03-13,3
06 6 S,false,2016-03-13,3
06 4 S,false,2016-03-13,4
06 4 N,false,2016-03-13,4
06 6 N,false,2016-03-13,3
07 6 S,false,2016-03-13,4
07 4 S,false,2016-03-13,4
07 6 N,false,2016-03-13,4
07 4 N,false,2016-03-13,5
08 6 S,false,2016-03-13,7
08 4 S,false,2016-03-13,5
08 6 N,false,2016-03-13,5
09 6 S,false,2016-03-13,7
08 4 N,false,2016-03-13,4
09 4 S,false,2016-03-13,5
09 6 N,false,2016-03-13,8
09 4 N,false,2016-03-13,5
10 6 S,false,2016-03-13,10
10 4 S,false,2016-03-13,7
10 6 N,false,2016-03-13,9
10 4 N,false,2016-03-13,5
11 6 S,false,2016-03-13,9
11 4 S,false,2016-03-13,6
11 4 N,false,2016-03-13,7
11 6 N,false,2016-03-13,8
12 6 S,false,2016-03-13,8
12 4 S,false,2016-03-13,9
12 4 N,false,2016-03-13,8
12 6 N,false,2016-03-13,8
13 6 S,false,2016-03-13,8
13 4 S,false,2016-03-13,8
13 4 N,false,2016-03-13,9
13 6 N,false,2016-03-13,8
14 6 S,false,2016-03-13,9
14 4 S,false,2016-03-13,9
14 6 N,false,2016-03-13,9
14 4 N,false,2016-03-13,9
15 6 S,false,2016-03-13,8
15 4 S,false,2016-03-13,9
15 6 N,false,2016-03-13,8
15 4 N,false,2016-03-13,8
16 6 S,false,2016-03-13,8
16 4 S,false,2016-03-13,8
16 4 N,false,2016-03-13,9
16 6 N,false,2016-03-13,7
17 6 S,false,2016-03-13,3
17 4 S,false,2016-03-13,9
17 4 N,false,2016-03-13,8
18 6 S,false,2016-03-13,8
18 4 S,false,2016-03-13,7
18 4 N,false,2016-03-13,9
18 6 N,false,2016-03-13,9
19 6 S,false,2016-03-13,5
19 4 S,false,2016-03-13,8
19 4 N,false,2016-03-13,5
19 6 N,false,2016-03-13,7
20 6 S,false,2016-03-13,5
20 4 S,false,2016-03-13,5
20 6 N,false,2016-03-13,5
20 4 N,false,2016-03-13,4
21 6 S,false,2016-03-13,4
21 4 S,false,2016-03-13,4
21 4 N,false,2016-03-13,5
21 6 N,false,2016-03-13,4
22 6 S,false,2016-03-13,3
22 4 S,false,2016-03-13,5
22 4 N,false,2016-03-13,6
23 6 S,false,2016-03-13,3
23 6 N,false,2016-03-13,2
00 4 S,true,2016-03-14,3
00 4 N,true,2016-03-14,3
23 4 S,true,2016-03-14,6
00 6 N,true,2016-03-14,5
00 6 S,true,2016-03-14,4
01 6 S,true,2016-03-14,3
01 4 S,true,2016-03-14,3
01 4 N,true,2016-03-14,3
01 6 N,true,2016-03-14,3
02 6 S,true,2016-03-14,3
02 4 S,true,2016-03-14,3
02 4 N,true,2016-03-14,4
02 6 N,true,2016-03-14,3
03 6 S,true,2016-03-14,3
03 4 S,true,2016-03-14,3
03 6 N,true,2016-03-14,3
03 4 N,true,2016-03-14,3
04 6 S,true,2016-03-14,3
04 4 S,true,2016-03-14,3
04 4 N,true,2016-03-14,3
04 6 N,true,2016-03-14,2
05 6 S,true,2016-03-14,5
05 4 S,true,2016-03-14,4
05 4 N,true,2016-03-14,4
05 6 N,true,2016-03-14,4
05 5 S,true,2016-03-14,2
06 6 S,true,2016-03-14,8
06 4 S,true,2016-03-14,10
06 4 N,true,2016-03-14,4
06 5 S,true,2016-03-14,7
06 5 N,true,2016-03-14,3
06 6 N,true,2016-03-14,6
07 5 S,true,2016-03-14,9
07 6 S,true,2016-03-14,16
07 4 N,true,2016-03-14,11
07 4 S,true,2016-03-14,11
07 5 N,true,2016-03-14,5
07 6 N,true,2016-03-14,13
08 5 S,true,2016-03-14,8
08 6 S,true,2016-03-14,7
08 4 S,true,2016-03-14,9
08 5 N,true,2016-03-14,6
08 4 N,true,2016-03-14,6
09 6 S,true,2016-03-14,21
08 6 N,true,2016-03-14,7
09 5 S,true,2016-03-14,7
09 4 S,true,2016-03-14,14
09 5 N,true,2016-03-14,10
09 4 N,true,2016-03-14,12
09 6 N,true,2016-03-14,12
10 5 S,true,2016-03-14,8
10 5 N,true,2016-03-14,8
10 6 S,true,2016-03-14,11
10 4 S,true,2016-03-14,8
10 4 N,true,2016-03-14,7
10 6 N,true,2016-03-14,19
11 5 S,true,2016-03-14,7
11 5 N,true,2016-03-14,11
11 6 S,true,2016-03-14,13
11 4 N,true,2016-03-14,11
11 4 S,true,2016-03-14,7
11 6 N,true,2016-03-14,13
12 5 S,true,2016-03-14,7
12 6 S,true,2016-03-14,15
12 4 S,true,2016-03-14,6
12 5 N,true,2016-03-14,8
12 4 N,true,2016-03-14,7
12 6 N,true,2016-03-14,14
13 5 S,true,2016-03-14,9
13 6 S,true,2016-03-14,16
13 4 S,true,2016-03-14,8
13 4 N,true,2016-03-14,8
13 5 N,true,2016-03-14,6
17 4 N,true,2016-03-14,11
16 4 N,true,2016-03-14,8
14 5 S,true,2016-03-14,8
13 6 N,true,2016-03-14,16
14 6 S,true,2016-03-14,13
14 4 S,true,2016-03-14,8
14 5 N,true,2016-03-14,7
14 4 N,true,2016-03-14,7
14 6 N,true,2016-03-14,13
15 5 S,true,2016-03-14,11
15 5 N,true,2016-03-14,8
15 6 S,true,2016-03-14,14
15 4 S,true,2016-03-14,8
15 4 N,true,2016-03-14,9
15 6 N,true,2016-03-14,16
16 5 S,true,2016-03-14,11
16 6 S,true,2016-03-14,17
16 5 N,true,2016-03-14,8
16 4 S,true,2016-03-14,13
16 6 N,true,2016-03-14,15
17 5 S,true,2016-03-14,8
17 6 S,true,2016-03-14,19
17 5 N,true,2016-03-14,13
17 4 S,true,2016-03-14,14
17 6 N,true,2016-03-14,17
18 5 N,true,2016-03-14,11
18 6 S,true,2016-03-14,15
18 4 N,true,2016-03-14,11
18 5 S,true,2016-03-14,6
18 4 S,true,2016-03-14,9
19 6 S,true,2016-03-14,13
19 5 N,true,2016-03-14,8
18 6 N,true,2016-03-14,17
19 4 N,true,2016-03-14,13
19 4 S,true,2016-03-14,8
19 5 S,true,2016-03-14,6
19 6 N,true,2016-03-14,15
20 5 S,true,2016-03-14,5
20 6 S,true,2016-03-14,11
20 4 S,true,2016-03-14,8
20 5 N,true,2016-03-14,6
20 4 N,true,2016-03-14,8
20 6 N,true,2016-03-14,12
21 5 S,true,2016-03-14,6
21 6 S,true,2016-03-14,10
21 4 S,true,2016-03-14,7
21 4 N,true,2016-03-14,9
21 5 N,true,2016-03-14,5
21 6 N,true,2016-03-14,11
22 5 S,true,2016-03-14,5
22 4 S,true,2016-03-14,6
22 4 N,true,2016-03-14,6
22 6 S,true,2016-03-14,7
22 6 N,true,2016-03-14,8
22 5 N,true,2016-03-14,6
23 6 S,true,2016-03-14,6
23 4 N,true,2016-03-14,5
23 6 N,true,2016-03-14,7
23 5 N,true,2016-03-14,3
00 6 N,true,2016-03-15,2
01 4 S,true,2016-03-15,3
01 4 N,true,2016-03-15,1
01 6 N,true,2016-03-15,4
01 6 S,true,2016-03-15,1
02 4 N,true,2016-03-15,4
02 6 S,true,2016-03-15,3
02 4 S,true,2016-03-15,3
00 4 S,true,2016-03-15,1
02 6 N,true,2016-03-15,3
03 4 N,true,2016-03-15,3
03 6 S,true,2016-03-15,3
03 4 S,true,2016-03-15,3
03 6 N,true,2016-03-15,3
04 4 N,true,2016-03-15,3
04 6 S,true,2016-03-15,3
04 4 S,true,2016-03-15,3
04 6 N,true,2016-03-15,3
05 4 N,true,2016-03-15,5
05 6 S,true,2016-03-15,3
05 4 S,true,2016-03-15,5
05 6 N,true,2016-03-15,3
06 6 S,true,2016-03-15,9
06 5 S,true,2016-03-15,7
05 5 S,true,2016-03-15,1
06 4 S,true,2016-03-15,9
06 4 N,true,2016-03-15,5
06 5 N,true,2016-03-15,4
06 6 N,true,2016-03-15,5
07 5 S,true,2016-03-15,11
07 4 N,true,2016-03-15,10
07 6 S,true,2016-03-15,14
07 4 S,true,2016-03-15,11
07 5 N,true,2016-03-15,5
08 5 S,true,2016-03-15,12
07 6 N,true,2016-03-15,14
08 6 S,true,2016-03-15,18
08 4 S,true,2016-03-15,11
08 4 N,true,2016-03-15,9
08 5 N,true,2016-03-15,9
08 6 N,true,2016-03-15,13
09 5 S,true,2016-03-15,11
09 4 S,true,2016-03-15,14
09 5 N,true,2016-03-15,11
09 6 S,true,2016-03-15,17
09 4 N,true,2016-03-15,11
09 6 N,true,2016-03-15,18
10 4 S,true,2016-03-15,9
10 5 N,true,2016-03-15,11
10 5 S,true,2016-03-15,6
10 6 S,true,2016-03-15,16
10 4 N,true,2016-03-15,10
10 6 N,true,2016-03-15,17
11 5 S,true,2016-03-15,8
11 6 S,true,2016-03-15,14
11 4 N,true,2016-03-15,11
11 4 S,true,2016-03-15,7
11 5 N,true,2016-03-15,7
11 6 N,true,2016-03-15,16
12 4 N,true,2016-03-15,9
12 6 S,true,2016-03-15,14
12 5 S,true,2016-03-15,7
12 5 N,true,2016-03-15,9
12 4 S,true,2016-03-15,8
12 6 N,true,2016-03-15,14
16 4 N,true,2016-03-15,9
13 5 S,true,2016-03-15,8
13 6 S,true,2016-03-15,16
13 4 S,true,2016-03-15,7
13 5 N,true,2016-03-15,7
13 4 N,true,2016-03-15,7
13 6 N,true,2016-03-15,14
14 5 S,true,2016-03-15,8
14 6 S,true,2016-03-15,13
14 4 S,true,2016-03-15,8
14 5 N,true,2016-03-15,7
14 4 N,true,2016-03-15,8
15 5 S,true,2016-03-15,10
15 6 S,true,2016-03-15,13
14 6 N,true,2016-03-15,14
15 5 N,true,2016-03-15,7
15 4 S,true,2016-03-15,8
15 4 N,true,2016-03-15,8
15 6 N,true,2016-03-15,13
16 5 S,true,2016-03-15,12
16 5 N,true,2016-03-15,9
16 6 S,true,2016-03-15,18
16 4 S,true,2016-03-15,12
16 6 N,true,2016-03-15,15
17 5 S,true,2016-03-15,6
17 4 S,true,2016-03-15,15
17 5 N,true,2016-03-15,11
17 6 S,true,2016-03-15,19
17 4 N,true,2016-03-15,11
17 6 N,true,2016-03-15,18
18 5 N,true,2016-03-15,12
18 6 S,true,2016-03-15,16
18 5 S,true,2016-03-15,6
18 4 N,true,2016-03-15,12
18 4 S,true,2016-03-15,8
18 6 N,true,2016-03-15,18
19 5 N,true,2016-03-15,5
19 6 S,true,2016-03-15,11
19 4 S,true,2016-03-15,9
19 5 S,true,2016-03-15,5
19 4 N,true,2016-03-15,10
19 6 N,true,2016-03-15,13
20 5 S,true,2016-03-15,6
20 6 S,true,2016-03-15,11
20 5 N,true,2016-03-15,6
20 4 S,true,2016-03-15,8
20 4 N,true,2016-03-15,9
20 6 N,true,2016-03-15,12
21 5 S,true,2016-03-15,6
21 6 S,true,2016-03-15,10
21 4 N,true,2016-03-15,9
21 4 S,true,2016-03-15,6
21 5 N,true,2016-03-15,7
21 6 N,true,2016-03-15,10
22 5 S,true,2016-03-15,4
22 6 S,true,2016-03-15,7
22 4 S,true,2016-03-15,6
22 4 N,true,2016-03-15,6
22 6 N,true,2016-03-15,9
22 5 N,true,2016-03-15,5
23 6 S,true,2016-03-15,6
23 4 N,true,2016-03-15,5
23 4 S,true,2016-03-15,4
23 6 N,true,2016-03-15,7
23 5 N,true,2016-03-15,2
00 6 N,true,2016-03-16,1
10 6 N,true,2016-03-16,16
01 4 N,true,2016-03-16,2
01 4 S,true,2016-03-16,2
01 6 S,true,2016-03-16,2
01 6 N,true,2016-03-16,5
02 4 N,true,2016-03-16,4
02 4 S,true,2016-03-16,4
02 6 S,true,2016-03-16,3
02 6 N,true,2016-03-16,3
03 4 N,true,2016-03-16,4
03 6 S,true,2016-03-16,3
03 6 N,true,2016-03-16,3
03 4 S,true,2016-03-16,2
04 6 S,true,2016-03-16,4
04 4 N,true,2016-03-16,2
04 4 S,true,2016-03-16,3
04 6 N,true,2016-03-16,3
05 4 S,true,2016-03-16,5
05 4 N,true,2016-03-16,5
05 6 S,true,2016-03-16,4
05 6 N,true,2016-03-16,4
05 5 S,true,2016-03-16,2
06 6 S,true,2016-03-16,10
06 4 S,true,2016-03-16,8
06 4 N,true,2016-03-16,5
06 5 S,true,2016-03-16,7
06 5 N,true,2016-03-16,3
06 6 N,true,2016-03-16,7
07 4 N,true,2016-03-16,9
07 4 S,true,2016-03-16,11
07 5 S,true,2016-03-16,10
07 6 S,true,2016-03-16,15
07 5 N,true,2016-03-16,6
07 6 N,true,2016-03-16,12
08 5 S,true,2016-03-16,11
08 4 S,true,2016-03-16,13
08 6 S,true,2016-03-16,20
08 4 N,true,2016-03-16,11
08 5 N,true,2016-03-16,9
09 5 S,true,2016-03-16,11
09 4 S,true,2016-03-16,14
09 6 S,true,2016-03-16,14
08 6 N,true,2016-03-16,18
09 5 N,true,2016-03-16,11
09 4 N,true,2016-03-16,11
09 6 N,true,2016-03-16,18
10 5 N,true,2016-03-16,9
10 6 S,true,2016-03-16,16
10 4 S,true,2016-03-16,8
10 4 N,true,2016-03-16,12
10 5 S,true,2016-03-16,5
11 5 S,true,2016-03-16,8
11 6 S,true,2016-03-16,15
11 5 N,true,2016-03-16,7
11 4 S,true,2016-03-16,7
11 4 N,true,2016-03-16,9
11 6 N,true,2016-03-16,14
12 6 S,true,2016-03-16,16
12 5 S,true,2016-03-16,7
12 5 N,true,2016-03-16,8
12 4 N,true,2016-03-16,9
12 4 S,true,2016-03-16,8
12 6 N,true,2016-03-16,15
13 5 S,true,2016-03-16,8
13 6 S,true,2016-03-16,14
13 4 S,true,2016-03-16,7
13 5 N,true,2016-03-16,7
13 4 N,true,2016-03-16,7
13 6 N,true,2016-03-16,15
14 6 S,true,2016-03-16,15
14 5 S,true,2016-03-16,8
14 4 S,true,2016-03-16,8
14 5 N,true,2016-03-16,8
14 4 N,true,2016-03-16,8
14 6 N,true,2016-03-16,15
15 5 S,true,2016-03-16,12
15 6 S,true,2016-03-16,15
15 4 S,true,2016-03-16,9
15 5 N,true,2016-03-16,7
15 4 N,true,2016-03-16,7
15 6 N,true,2016-03-16,14
16 4 N,true,2016-03-16,11
16 5 S,true,2016-03-16,10
16 6 S,true,2016-03-16,17
16 4 S,true,2016-03-16,12
16 5 N,true,2016-03-16,8
16 6 N,true,2016-03-16,15
17 5 S,true,2016-03-16,6
17 4 S,true,2016-03-16,12
17 6 S,true,2016-03-16,19
17 5 N,true,2016-03-16,12
17 4 N,true,2016-03-16,10
17 6 N,true,2016-03-16,16
18 5 S,true,2016-03-16,7
18 5 N,true,2016-03-16,8
18 6 S,true,2016-03-16,13
18 4 N,true,2016-03-16,10
18 4 S,true,2016-03-16,11
19 6 S,true,2016-03-16,13
18 6 N,true,2016-03-16,15
19 4 S,true,2016-03-16,8
19 5 S,true,2016-03-16,6
19 4 N,true,2016-03-16,10
19 5 N,true,2016-03-16,6
19 6 N,true,2016-03-16,13
20 5 S,true,2016-03-16,5
20 6 S,true,2016-03-16,9
20 4 S,true,2016-03-16,8
20 5 N,true,2016-03-16,7
20 4 N,true,2016-03-16,11
20 6 N,true,2016-03-16,12
21 5 N,true,2016-03-16,10
21 5 S,true,2016-03-16,6
21 6 S,true,2016-03-16,9
21 4 N,true,2016-03-16,9
21 4 S,true,2016-03-16,6
21 6 N,true,2016-03-16,10
22 6 S,true,2016-03-16,8
22 5 S,true,2016-03-16,4
22 4 S,true,2016-03-16,6
22 4 N,true,2016-03-16,3
22 6 N,true,2016-03-16,8
22 5 N,true,2016-03-16,4
23 6 S,true,2016-03-16,5
23 4 S,true,2016-03-16,3
23 6 N,true,2016-03-16,7
23 4 N,true,2016-03-16,3
23 5 N,true,2016-03-16,2
23 4 N,true,2016-03-17,5
00 4 N,true,2016-03-17,2
22 5 N,true,2016-03-17,6
00 6 N,true,2016-03-17,2
01 4 N,true,2016-03-17,3
01 4 S,true,2016-03-17,3
01 6 S,true,2016-03-17,2
01 6 N,true,2016-03-17,4
02 4 S,true,2016-03-17,4
02 6 S,true,2016-03-17,3
02 4 N,true,2016-03-17,2
02 6 N,true,2016-03-17,3
03 4 N,true,2016-03-17,4
03 6 S,true,2016-03-17,3
03 4 S,true,2016-03-17,3
03 6 N,true,2016-03-17,3
04 4 N,true,2016-03-17,3
04 6 S,true,2016-03-17,4
04 4 S,true,2016-03-17,3
04 6 N,true,2016-03-17,3
05 4 N,true,2016-03-17,4
05 4 S,true,2016-03-17,6
05 6 S,true,2016-03-17,4
05 6 N,true,2016-03-17,4
05 5 S,true,2016-03-17,2
06 4 N,true,2016-03-17,6
06 6 S,true,2016-03-17,10
06 5 S,true,2016-03-17,6
06 4 S,true,2016-03-17,6
06 5 N,true,2016-03-17,3
06 6 N,true,2016-03-17,7
07 5 S,true,2016-03-17,11
07 4 N,true,2016-03-17,9
07 4 S,true,2016-03-17,12
07 6 S,true,2016-03-17,14
07 5 N,true,2016-03-17,5
07 6 N,true,2016-03-17,12
08 5 S,true,2016-03-17,12
08 6 S,true,2016-03-17,19
08 4 S,true,2016-03-17,11
08 5 N,true,2016-03-17,8
08 4 N,true,2016-03-17,10
08 6 N,true,2016-03-17,15
09 4 S,true,2016-03-17,11
09 5 S,true,2016-03-17,8
09 6 S,true,2016-03-17,15
09 5 N,true,2016-03-17,11
09 4 N,true,2016-03-17,10
09 6 N,true,2016-03-17,18
10 5 S,true,2016-03-17,7
10 5 N,true,2016-03-17,8
10 4 S,true,2016-03-17,9
10 6 S,true,2016-03-17,15
10 4 N,true,2016-03-17,11
10 6 N,true,2016-03-17,16
11 5 S,true,2016-03-17,7
11 4 S,true,2016-03-17,7
11 4 N,true,2016-03-17,8
11 5 N,true,2016-03-17,10
11 6 S,true,2016-03-17,7
11 6 N,true,2016-03-17,14
12 5 S,true,2016-03-17,5
12 5 N,true,2016-03-17,7
12 4 S,true,2016-03-17,7
12 6 S,true,2016-03-17,8
12 4 N,true,2016-03-17,8
12 6 N,true,2016-03-17,13
13 6 S,true,2016-03-17,18
13 5 S,true,2016-03-17,8
13 4 S,true,2016-03-17,8
13 5 N,true,2016-03-17,6
13 4 N,true,2016-03-17,7
13 6 N,true,2016-03-17,14
14 6 S,true,2016-03-17,13
14 5 S,true,2016-03-17,7
14 4 S,true,2016-03-17,8
14 5 N,true,2016-03-17,8
14 4 N,true,2016-03-17,9
14 6 N,true,2016-03-17,16
15 5 S,true,2016-03-17,11
15 6 S,true,2016-03-17,13
15 4 S,true,2016-03-17,8
15 5 N,true,2016-03-17,8
15 4 N,true,2016-03-17,8
15 6 N,true,2016-03-17,11
16 4 N,true,2016-03-17,8
17 4 N,true,2016-03-17,10
16 5 S,true,2016-03-17,11
16 6 S,true,2016-03-17,15
16 4 S,true,2016-03-17,13
16 5 N,true,2016-03-17,8
16 6 N,true,2016-03-17,16
17 5 S,true,2016-03-17,9
17 6 S,true,2016-03-17,17
17 4 S,true,2016-03-17,12
17 5 N,true,2016-03-17,12
17 6 N,true,2016-03-17,15
18 5 N,true,2016-03-17,11
18 6 S,true,2016-03-17,13
18 5 S,true,2016-03-17,6
18 4 N,true,2016-03-17,12
18 4 S,true,2016-03-17,8
18 6 N,true,2016-03-17,16
19 6 S,true,2016-03-17,13
19 5 N,true,2016-03-17,8
19 4 N,true,2016-03-17,11
19 5 S,true,2016-03-17,6
19 4 S,true,2016-03-17,7
19 6 N,true,2016-03-17,13
20 5 S,true,2016-03-17,5
20 6 S,true,2016-03-17,10
20 4 S,true,2016-03-17,9
20 5 N,true,2016-03-17,6
20 4 N,true,2016-03-17,8
20 6 N,true,2016-03-17,12
21 5 S,true,2016-03-17,6
21 6 S,true,2016-03-17,9
21 4 N,true,2016-03-17,8
21 4 S,true,2016-03-17,6
21 5 N,true,2016-03-17,7
21 6 N,true,2016-03-17,9
22 5 S,true,2016-03-17,5
22 6 S,true,2016-03-17,7
22 4 S,true,2016-03-17,6
22 4 N,true,2016-03-17,6
22 6 N,true,2016-03-17,9
23 6 S,true,2016-03-17,6
23 4 S,true,2016-03-17,3
23 6 N,true,2016-03-17,7
23 5 N,true,2016-03-17,2
00 4 N,true,2016-03-18,5
00 4 S,true,2016-03-18,4
01 4 N,true,2016-03-18,2
