route	trip	stop	timestamp	arrival	isValid	date
6	136800_6..N01R	631N	1499569462	1499569438	true	2017-07-08
2	134450_2..N01X157	631N	1499569582	1499569616	true	2017-07-08
2	136900_2..S01X156	631S	1499571007	1499570987	true	2017-07-08
4	137350_4..N01R	631N	1499571622	1499571612	true	2017-07-08
2	137600_2..N01X157	631N	1499571502	1499571469	true	2017-07-08
4	137850_4..S01R	631S	1499571307	1499571322	true	2017-07-08
6	137650_6..S01R	631S	1499571652	1499571626	true	2017-07-08
6	137700_6..N01R	631N	1499569837	1499569828	true	2017-07-08
2	138650_2..S01X156	631S	1499572222	1499572259	true	2017-07-08
2	138800_2..N01X157	631N	1499572042	1499572031	true	2017-07-08
4	138550_4..N01R	631N	1499572612	1499572592	true	2017-07-08
6	138600_6..N01R	631N	1499570437	1499570397	true	2017-07-08
6	138650_6..S01R	631S	1499572222	1499572257	true	2017-07-08
4	139050_4..S01R	631S	1499572072	1499572049	true	2017-07-08
6	139500_6..N01R	631N	1499570947	1499570929	true	2017-07-08
4	140250_4..S01R	631S	1499572567	1499572555	true	2017-07-08
6	140400_6..N01R	631N	1499571502	1499571461	true	2017-07-08
6	141300_6..N01R	631N	1499572072	1499572038	true	2017-07-08
6	142200_6..N01R	631N	1499572612	1499572526	true	2017-07-08
2	144150_2..N01X157	631N	1499575327	1499575314	true	2017-07-09
2	000400_2..S01X156	631S	1499575537	1499575505	true	2017-07-09
2	145650_2..N01X157	631N	1499576287	1499576262	true	2017-07-09
2	002400_2..S01X156	631S	1499576842	1499576833	true	2017-07-09
2	147150_2..N01X157	631N	1499577082	1499577057	true	2017-07-09
2	139800_2..S01X156	631S	1499572852	1499572848	true	2017-07-09
2	140100_2..N01X157	631N	1499573137	1499573072	true	2017-07-09
2	141400_2..S01X156	631S	1499573752	1499573726	true	2017-07-09
2	141750_2..N01X157	631N	1499574262	1499574217	true	2017-07-09
2	142800_2..S01X156	631S	1499575207	1499575185	true	2017-07-09
2	142950_2..N01X157	631N	1499574802	1499574780	true	2017-07-09
4	000400_4..S01R	631S	1499575042	1499575025	true	2017-07-09
4	144850_4..N01R	631N	1499576122	1499576103	true	2017-07-09
4	001400_4..S13R	631S	1499576227	1499576197	true	2017-07-09
4	146000_4..N01R	631N	1499576722	1499576702	true	2017-07-09
4	134950_4..N01R	631N	1499656642	1499656643	true	2017-07-09
4	139850_4..N01R	631N	1499573602	1499573563	true	2017-07-09
4	141050_4..N01R	631N	1499573752	1499573728	true	2017-07-09
4	141450_4..S01R	631S	1499573347	1499573312	true	2017-07-09
4	142250_4..N01R	631N	1499574532	1499574517	true	2017-07-09
4	143450_4..N01R	631N	1499575597	1499575567	true	2017-07-09
6	144100_6..N01R	631N	1499573692	1499573686	true	2017-07-09
6	145100_6..N01R	631N	1499574322	1499574323	true	2017-07-09
6	146100_6..N01R	631N	1499574922	1499574889	true	2017-07-09
6	147300_6..N01R	631N	1499575597	1499575576	true	2017-07-09
6	139650_6..S01R	631S	1499572852	1499572826	true	2017-07-09
6	140650_6..S01R	631S	1499573407	1499573444	true	2017-07-09
6	143100_6..N01R	631N	1499573137	1499573096	true	2017-07-09
4	003400_4..S13R	631S	1499577412	1499577390	true	2017-07-09
4	147900_4..N01R	631N	1499577952	1499577929	true	2017-07-09
6	003950_6..S01R	631S	1499577877	1499577825	true	2017-07-09
2	004400_2..S01X156	631S	1499578312	1499578300	true	2017-07-09
4	148850_4..N13R	631N	1499578777	1499578752	true	2017-07-09
6	148500_6..N01R	631N	1499576602	1499576578	true	2017-07-09
2	149150_2..N01X157	631N	1499578252	1499578248	true	2017-07-09
4	005400_4..S13R	631S	1499578492	1499578503	true	2017-07-09
6	005950_6..S01R	631S	1499579572	1499579525	true	2017-07-09
6	150000_6..N01R	631N	1499577232	1499577203	true	2017-07-09
2	006400_2..S01X156	631S	1499579302	1499579292	true	2017-07-09
4	150850_4..N13R	631N	1499580262	1499580238	true	2017-07-09
2	151150_2..N01X157	631N	1499579677	1499579630	true	2017-07-09
4	007400_4..S13R	631S	1499579857	1499579860	true	2017-07-09
6	007500_6..N01R	631N	1499578087	1499578085	true	2017-07-09
6	007950_6..S01R	631S	1499580832	1499580815	true	2017-07-09
2	008400_2..S01X156	631S	1499580742	1499580720	true	2017-07-09
4	152850_4..N13R	631N	1499581957	1499581937	true	2017-07-09
2	153150_2..N01X157	631N	1499581132	1499581101	true	2017-07-09
6	009250_6..N01R	631N	1499579137	1499579134	true	2017-07-09
4	009400_4..S13R	631S	1499580952	1499580938	true	2017-07-09
6	009950_6..S01R	631S	1499581672	1499581657	true	2017-07-09
2	010400_2..S01X156	631S	1499581837	1499581840	true	2017-07-09
4	010850_4..N13R	631N	1499582782	1499582750	true	2017-07-09
2	155150_2..N01X157	631N	1499582137	1499582139	true	2017-07-09
6	011250_6..N01R	631N	1499580382	1499580376	true	2017-07-09
4	011400_4..S13R	631S	1499582107	1499582103	true	2017-07-09
6	011950_6..S01R	631S	1499582887	1499582879	true	2017-07-09
2	012400_2..S01X156	631S	1499583202	1499583165	true	2017-07-09
4	012850_4..N13R	631N	1499583892	1499583884	true	2017-07-09
2	013150_2..N01X157	631N	1499583232	1499583210	true	2017-07-09
6	013250_6..N01R	631N	1499581567	1499581542	true	2017-07-09
4	013400_4..S13R	631S	1499583352	1499583323	true	2017-07-09
6	013950_6..S01R	631S	1499584117	1499584102	true	2017-07-09
2	015150_2..N01X157	631N	1499584357	1499584306	true	2017-07-09
2	014400_2..S01X156	631S	1499583892	1499583903	true	2017-07-09
4	014850_4..N13R	631N	1499584747	1499584768	true	2017-07-09
6	015250_6..N01R	631N	1499582947	1499582916	true	2017-07-09
4	015400_4..S13R	631S	1499584627	1499584602	true	2017-07-09
6	015950_6..S01R	631S	1499585257	1499585262	true	2017-07-09
2	016400_2..S01X156	631S	1499585167	1499585134	true	2017-07-09
4	016850_4..N13R	631N	1499586112	1499586112	true	2017-07-09
2	017150_2..N01X157	631N	1499585602	1499585592	true	2017-07-09
6	017250_6..N01R	631N	1499584012	1499584004	true	2017-07-09
4	017400_4..S13R	631S	1499585662	1499585647	true	2017-07-09
6	017950_6..S01R	631S	1499586547	1499586513	true	2017-07-09
2	018400_2..S01X156	631S	1499586412	1499586394	true	2017-07-09
4	018850_4..N13R	631N	1499587297	1499587277	true	2017-07-09
2	019150_2..N01X156	631N	1499586757	1499586749	true	2017-07-09
6	019250_6..N01R	631N	1499585122	1499585106	true	2017-07-09
4	019400_4..S13R	631S	1499587297	1499587256	true	2017-07-09
6	019950_6..S01R	631S	1499587537	1499587531	true	2017-07-09
2	020400_2..S01X156	631S	1499587807	1499587803	true	2017-07-09
4	020850_4..N13R	631N	1499588512	1499588515	true	2017-07-09
2	021150_2..N01X156	631N	1499588002	1499587981	true	2017-07-09
6	021250_6..N01R	631N	1499586352	1499586330	true	2017-07-09
4	021400_4..S13R	631S	1499588002	1499587979	true	2017-07-09
6	021950_6..S01R	631S	1499588692	1499588681	true	2017-07-09
2	022400_2..S01X156	631S	1499589172	1499589135	true	2017-07-09
2	023150_2..N01X156	631N	1499588902	1499588904	true	2017-07-09
4	022850_4..N13R	631N	1499589652	1499589628	true	2017-07-09
6	023250_6..N01R	631N	1499587537	1499587520	true	2017-07-09
4	023400_4..S13R	631S	1499589292	1499589288	true	2017-07-09
6	023950_6..S01R	631S	1499590072	1499590008	true	2017-07-09
2	024400_2..S01X156	631S	1499589892	1499589876	true	2017-07-09
4	024850_4..N13R	631N	1499590762	1499590761	true	2017-07-09
2	025150_2..N01X156	631N	1499590357	1499590315	true	2017-07-09
6	025250_6..N01R	631N	1499588752	1499588733	true	2017-07-09
4	025400_4..S13R	631S	1499590627	1499590601	true	2017-07-09
6	025950_6..S01R	631S	1499591122	1499591140	true	2017-07-09
2	026400_2..S01X156	631S	1499591512	1499591499	true	2017-07-09
2	027150_2..N01X156	631N	1499591512	1499591504	true	2017-07-09
4	026850_4..N13R	631N	1499592052	1499592035	true	2017-07-09
4	027400_4..S13R	631S	1499591572	1499591501	true	2017-07-09
6	027250_6..N01R	631N	1499589952	1499589947	true	2017-07-09
6	027950_6..S01R	631S	1499592307	1499592198	true	2017-07-09
2	028400_2..S01X156	631S	1499592307	1499592287	true	2017-07-09
2	029150_2..N01X156	631N	1499592502	1499592492	true	2017-07-09
4	028850_4..N13R	631N	1499593207	1499593183	true	2017-07-09
6	029250_6..N01R	631N	1499591122	1499591131	true	2017-07-09
4	029400_4..S13R	631S	1499592772	1499592767	true	2017-07-09
6	029950_6..S01R	631S	1499593507	1499593439	true	2017-07-09
2	030400_2..S01X156	631S	1499593507	1499593482	true	2017-07-09
4	030850_4..N13R	631N	1499594452	1499594438	true	2017-07-09
2	031150_2..N01X156	631N	1499593912	1499593873	true	2017-07-09
6	031250_6..N01R	631N	1499592382	1499592360	true	2017-07-09
4	031400_4..S13R	631S	1499593987	1499593978	true	2017-07-09
6	031950_6..S01R	631S	1499594632	1499594628	true	2017-07-09
2	033150_2..N01X156	631N	1499595112	1499595088	true	2017-07-09
2	032400_2..S01X156	631S	1499595082	1499595056	true	2017-07-09
4	032850_4..N13R	631N	1499595562	1499595557	true	2017-07-09
6	033250_6..N01R	631N	1499593552	1499593516	true	2017-07-09
4	033400_4..S13R	631S	1499595232	1499595223	true	2017-07-09
2	033750_2..S01X156	631S	1499595862	1499595826	true	2017-07-09
6	033950_6..S01R	631S	1499595862	1499595843	true	2017-07-09
2	034650_2..N01X156	631N	1499595892	1499595896	true	2017-07-09
4	034850_4..N13R	631N	1499596912	1499596885	true	2017-07-09
2	035200_2..S01X156	631S	1499596912	1499596886	true	2017-07-09
4	035350_4..S01R	631S	1499596177	1499596156	true	2017-07-09
6	035250_6..N01R	631N	1499594752	1499594725	true	2017-07-09
6	035450_6..S01R	631S	1499596942	1499596882	true	2017-07-09
2	036150_2..N01X156	631N	1499596972	1499596945	true	2017-07-09
4	036350_4..S01R	631S	1499596777	1499596766	true	2017-07-09
2	036750_2..S01X156	631S	1499598232	1499598214	true	2017-07-09
4	036850_4..N01R	631N	1499597572	1499597565	true	2017-07-09
6	036900_6..S01R	631S	1499597632	1499597613	true	2017-07-09
6	037200_6..N01R	631N	1499595937	1499595911	true	2017-07-09
2	037650_2..N01X156	631N	1499598022	1499597986	true	2017-07-09
4	037850_4..S01R	631S	1499598052	1499598015	true	2017-07-09
2	037950_2..S01X156	631S	1499598337	1499598317	true	2017-07-09
4	038850_4..N01R	631N	1499598877	1499598863	true	2017-07-09
6	038400_6..S01R	631S	1499598517	1499598513	true	2017-07-09
2	039150_2..N01X156	631N	1499598757	1499598744	true	2017-07-09
2	039350_2..S01X156	631S	1499599147	1499599105	true	2017-07-09
4	039350_4..S01R	631S	1499598457	1499598437	true	2017-07-09
6	039000_6..N01R	631N	1499597017	1499597008	true	2017-07-09
4	040000_4..N01R	631N	1499599507	1499599476	true	2017-07-09
6	039900_6..S01R	631S	1499599507	1499599454	true	2017-07-09
2	040500_2..S01X156	631S	1499599837	1499599797	true	2017-07-09
2	040700_2..N01X156	631N	1499599627	1499599602	true	2017-07-09
4	040850_4..S01R	631S	1499599387	1499599376	true	2017-07-09
6	040800_6..N01R	631N	1499598052	1499598056	true	2017-07-09
6	041350_6..S01R	631S	1499600422	1499600402	true	2017-07-09
4	041500_4..N01R	631N	1499600482	1499600464	true	2017-07-09
2	042200_2..N01X156	631N	1499600632	1499600606	true	2017-07-09
2	042350_2..S01X156	631S	1499600692	1499600693	true	2017-07-09
4	042350_4..S01R	631S	1499600242	1499600219	true	2017-07-09
6	042300_6..N01R	631N	1499599027	1499598998	true	2017-07-09
6	042750_6..S01R	631S	1499601202	1499601160	true	2017-07-09
4	043000_4..N01R	631N	1499601142	1499601133	true	2017-07-09
2	043700_2..N01X156	631N	1499601502	1499601481	true	2017-07-09
2	043850_2..S01X156	631S	1499601742	1499601717	true	2017-07-09
4	043850_4..S01R	631S	1499601202	1499601181	true	2017-07-09
6	043800_6..N01R	631N	1499599882	1499599864	true	2017-07-09
6	043950_6..S01R	631S	1499601892	1499601845	true	2017-07-09
4	044500_4..N01R	631N	1499602117	1499602095	true	2017-07-09
2	045050_2..S01X156	631S	1499602447	1499602421	true	2017-07-09
2	045200_2..N01X156	631N	1499602252	1499602228	true	2017-07-09
4	045150_4..S01R	631S	1499601997	1499602015	true	2017-07-09
6	045000_6..S01R	631S	1499602597	1499602498	true	2017-07-09
6	045300_6..N01R	631N	1499600752	1499600755	true	2017-07-09
2	046250_2..S01X156	631S	1499603542	1499603527	true	2017-07-09
4	046000_4..N01R	631N	1499603152	1499603135	true	2017-07-09
4	046300_4..S01R	631S	1499602747	1499602719	true	2017-07-09
6	046000_6..S01R	631S	1499603197	1499603187	true	2017-07-09
6	046750_6..N01R	631N	1499601652	1499601631	true	2017-07-09
6	047000_6..S01R	631S	1499603842	1499603841	true	2017-07-09
2	047450_2..S01X156	631S	1499603812	1499603793	true	2017-07-09
4	047500_4..N01R	631N	1499604322	1499604308	true	2017-07-09
4	047500_4..S01R	631S	1499603347	1499603313	true	2017-07-09
2	048200_2..N01X156	631N	1499604577	1499604538	true	2017-07-09
6	048000_6..S01R	631S	1499604442	1499604392	true	2017-07-09
6	048250_6..N01R	631N	1499602597	1499602573	true	2017-07-09
2	048650_2..S01X156	631S	1499604817	1499604776	true	2017-07-09
4	048700_4..S01R	631S	1499604172	1499604150	true	2017-07-09
4	048800_4..N01R	631N	1499604907	1499604875	true	2017-07-09
6	049000_6..S01R	631S	1499604877	1499604845	true	2017-07-09
2	049700_2..N01X156	631N	1499605147	1499605124	true	2017-07-09
2	049850_2..S01X156	631S	1499605507	1499605469	true	2017-07-09
6	049750_6..N01R	631N	1499603482	1499603427	true	2017-07-09
4	049900_4..S01R	631S	1499605057	1499605047	true	2017-07-09
4	050050_4..N01R	631N	1499605417	1499605415	true	2017-07-09
6	050000_6..S01R	631S	1499605627	1499605488	true	2017-07-09
2	051200_2..N01X156	631N	1499606092	1499606075	true	2017-07-09
4	051100_4..S01R	631S	1499605627	1499605600	true	2017-07-09
4	051250_4..N01R	631N	1499606437	1499606425	true	2017-07-09
6	051000_6..N01R	631N	1499604217	1499604178	true	2017-07-09
6	051000_6..S01R	631S	1499606197	1499606151	true	2017-07-09
4	052300_4..S01R	631S	1499606377	1499606335	true	2017-07-09
6	052000_6..N01R	631N	1499604832	1499604799	true	2017-07-09
6	052000_6..S01R	631S	1499606827	1499606730	true	2017-07-09
2	052400_2..N01X156	631N	1499606722	1499606702	true	2017-07-09
4	052500_4..N01R	631N	1499607082	1499607044	true	2017-07-09
6	053000_6..N01R	631N	1499605417	1499605402	true	2017-07-09
6	053000_6..S01R	631S	1499607382	1499607376	true	2017-07-09
4	053500_4..S01R	631S	1499606962	1499606961	true	2017-07-09
4	053650_4..N01R	631N	1499607847	1499607828	true	2017-07-09
6	054000_6..N01R	631N	1499606092	1499606017	true	2017-07-09
6	054000_6..S01R	631S	1499608177	1499608134	true	2017-07-09
2	054750_2..N01X156	631N	1499608027	1499608012	true	2017-07-09
4	054700_4..S01R	631S	1499607637	1499607643	true	2017-07-09
6	054950_6..S01R	631S	1499608582	1499608555	true	2017-07-09
6	055000_6..N01R	631N	1499606572	1499606600	true	2017-07-09
4	055800_4..S01R	631S	1499608537	1499608499	true	2017-07-09
6	055750_6..S01R	631S	1499609047	1499608965	true	2017-07-09
6	056000_6..N01R	631N	1499607172	1499607177	true	2017-07-09
6	056550_6..S01R	631S	1499609602	1499609553	true	2017-07-09
2	057150_2..N01X156	631N	1499609692	1499609676	true	2017-07-09
4	057000_4..S01R	631S	1499609077	1499609029	true	2017-07-09
4	057200_4..N01R	631N	1499610247	1499610206	true	2017-07-09
6	057000_6..N01R	631N	1499608117	1499608077	true	2017-07-09
6	057350_6..S01R	631S	1499610007	1499609913	true	2017-07-09
4	055400_4..N01R	631N	1499608597	1499608605	true	2017-07-09
2	058100_2..N01X156	631N	1499610367	1499610310	true	2017-07-09
2	058250_2..S01X156	631S	1499611057	1499611018	true	2017-07-09
4	058050_4..S01R	631S	1499609722	1499609688	true	2017-07-09
5	054700_5..S02R	631S	1499608357	1499608326	true	2017-07-09
6	058000_6..N01R	631N	1499608417	1499608388	true	2017-07-09
6	058150_6..S01R	631S	1499610547	1499610464	true	2017-07-09
4	058400_4..N01R	631N	1499610907	1499610869	true	2017-07-09
4	058850_4..S01R	631S	1499610217	1499610186	true	2017-07-09
6	058950_6..S01R	631S	1499611222	1499611166	true	2017-07-09
6	059000_6..N01R	631N	1499608987	1499608981	true	2017-07-09
2	059450_2..S01X156	631S	1499612392	1499612358	true	2017-07-09
4	059600_4..N01R	631N	1499611522	1499611493	true	2017-07-09
4	059650_4..S01R	631S	1499610817	1499610788	true	2017-07-09
6	059750_6..S01R	631S	1499611462	1499611437	true	2017-07-09
6	060000_6..N01R	631N	1499609662	1499609606	true	2017-07-09
4	060450_4..S01R	631S	1499611462	1499611421	true	2017-07-09
4	060800_4..N01R	631N	1499612152	1499612117	true	2017-07-09
6	060550_6..S01R	631S	1499611942	1499611931	true	2017-07-09
2	057400_2..S01X156	631S	1499607997	1499607965	true	2017-07-09
5	057500_5..S02R	631S	1499609482	1499609454	true	2017-07-09
4	061250_4..S01R	631S	1499611777	1499611728	true	2017-07-09
6	061000_6..N01R	631N	1499610247	1499610217	true	2017-07-09
6	061350_6..S01R	631S	1499612422	1499612331	true	2017-07-09
4	061600_4..N01R	631N	1499612362	1499612340	true	2017-07-09
4	062050_4..S01R	631S	1499612152	1499612125	true	2017-07-09
4	062300_4..N01R	631N	1499612812	1499612789	true	2017-07-09
6	062000_6..N01R	631N	1499610847	1499610816	true	2017-07-09
6	062150_6..S01R	631S	1499612962	1499612928	true	2017-07-09
2	062150_2..N01X156	631N	1499612482	1499612457	true	2017-07-09
4	062850_4..S01R	631S	1499612602	1499612588	true	2017-07-09
6	062850_6..N01R	631N	1499611312	1499611289	true	2017-07-09
2	059500_2..S01X156	631S	1499609212	1499609182	true	2017-07-09
2	062950_2..N01X156	631N	1499613262	1499613345	true	2017-07-09
2	063050_2..S01X156	631S	1499613952	1499613900	true	2017-07-09
4	063200_4..N01R	631N	1499613607	1499613588	true	2017-07-09
6	062950_6..S01R	631S	1499613397	1499613363	true	2017-07-09
4	063650_4..S01R	631S	1499613232	1499613197	true	2017-07-09
6	063650_6..N01R	631N	1499611837	1499611808	true	2017-07-09
6	063750_6..S01R	631S	1499613952	1499613916	true	2017-07-09
2	064050_2..N01X156	631N	1499613787	1499613777	true	2017-07-09
4	064000_4..N01R	631N	1499613952	1499613923	true	2017-07-09
4	064450_4..S01R	631S	1499613667	1499613635	true	2017-07-09
4	064700_4..N01R	631N	1499614207	1499614214	true	2017-07-09
6	064450_6..N01R	631N	1499612302	1499612261	true	2017-07-09
6	064550_6..S01R	631S	1499614732	1499614683	true	2017-07-09
2	061800_2..S01X156	631S	1499610712	1499610648	true	2017-07-09
2	065350_2..N01X156	631N	1499614687	1499614673	true	2017-07-09
4	065250_4..S01R	631S	1499614177	1499614150	true	2017-07-09
6	065250_6..N01R	631N	1499612812	1499612777	true	2017-07-09
6	065350_6..S01R	631S	1499614852	1499614803	true	2017-07-09
2	065450_2..S01X156	631S	1499615272	1499614688	true	2017-07-09
4	065600_4..N01R	631N	1499614882	1499614814	true	2017-07-09
2	062750_2..S01X156	631S	1499611312	1499611276	true	2017-07-09
4	066050_4..S01R	631S	1499615392	1499615362	true	2017-07-09
6	066050_6..N01R	631N	1499613262	1499613272	true	2017-07-09
6	066150_6..S01R	631S	1499615332	1499615278	true	2017-07-09
2	066550_2..N01X156	631N	1499615122	1499615101	true	2017-07-09
4	066400_4..N01R	631N	1499615302	1499615268	true	2017-07-09
4	066850_4..S01R	631S	1499615482	1499615484	true	2017-07-09
6	066850_6..N01R	631N	1499613757	1499613729	true	2017-07-09
4	067200_4..N01R	631N	1499615782	1499615751	true	2017-07-09
6	066950_6..S01R	631S	1499615902	1499615858	true	2017-07-09
2	067850_2..S01X156	631S	1499616517	1499616458	true	2017-07-09
2	067850_2..N01X156	631N	1499616277	1499616242	true	2017-07-09
4	067650_4..S01R	631S	1499616217	1499616168	true	2017-07-09
6	067650_6..N01R	631N	1499614207	1499614202	true	2017-07-09
6	067750_6..S01R	631S	1499616307	1499616302	true	2017-07-09
4	068000_4..N01R	631N	1499616427	1499616374	true	2017-07-09
5	065200_5..S02R	631S	1499614312	1499614280	true	2017-07-09
4	068450_4..S01R	631S	1499616367	1499616325	true	2017-07-09
4	068800_4..N01R	631N	1499616937	1499616901	true	2017-07-09
6	068450_6..N01R	631N	1499614687	1499614649	true	2017-07-09
6	068550_6..S01R	631S	1499616982	1499616940	true	2017-07-09
2	069050_2..N01X156	631N	1499616697	1499616658	true	2017-07-09
4	069250_4..S01R	631S	1499616922	1499616892	true	2017-07-09
6	069250_6..N01R	631N	1499615182	1499615154	true	2017-07-09
6	069350_6..S01R	631S	1499617252	1499617234	true	2017-07-09
2	070250_2..N01X156	631N	1499617417	1499617416	true	2017-07-09
4	070050_4..S01R	631S	1499617117	1499617081	true	2017-07-09
6	070050_6..N01R	631N	1499615707	1499615658	true	2017-07-09
6	070150_6..S01R	631S	1499617702	1499617600	true	2017-07-09
4	070850_4..S01R	631S	1499617792	1499617767	true	2017-07-09
6	070850_6..N01R	631N	1499616127	1499616116	true	2017-07-09
4	071200_4..N01R	631N	1499618332	1499618305	true	2017-07-09
6	070950_6..S01R	631S	1499618272	1499618257	true	2017-07-09
2	071450_2..S01X156	631S	1499618332	1499618270	true	2017-07-09
2	071450_2..N01X156	631N	1499618197	1499618171	true	2017-07-09
6	071750_6..S01R	631S	1499618707	1499618657	true	2017-07-09
4	072000_4..N01R	631N	1499618647	1499618630	true	2017-07-09
2	072650_2..S01X156	631S	1499619052	1499619037	true	2017-07-09
4	072450_4..S01R	631S	1499618467	1499618410	true	2017-07-09
6	072450_6..N01R	631N	1499617177	1499617039	true	2017-07-09
6	072550_6..S01R	631S	1499619277	1499619236	true	2017-07-09
4	070000_4..N01R	631N	1499617582	1499617546	true	2017-07-09
4	073250_4..S01R	631S	1499618932	1499618905	true	2017-07-09
6	073250_6..N01R	631N	1499617582	1499617557	true	2017-07-09
6	073350_6..S01R	631S	1499619607	1499619578	true	2017-07-09
2	073850_2..S01X156	631S	1499620012	1499620006	true	2017-07-09
2	073850_2..N01X156	631N	1499619727	1499619719	true	2017-07-09
4	073600_4..N01R	631N	1499619952	1499619917	true	2017-07-09
4	074050_4..S01R	631S	1499619532	1499619502	true	2017-07-09
6	074050_6..N01R	631N	1499618077	1499618025	true	2017-07-09
6	074150_6..S01R	631S	1499620372	1499620345	true	2017-07-09
4	074400_4..N01R	631N	1499620132	1499620093	true	2017-07-09
4	074850_4..S01R	631S	1499619847	1499619852	true	2017-07-09
6	074850_6..N01R	631N	1499618527	1499618497	true	2017-07-09
2	075050_2..S01X156	631S	1499620762	1499620735	true	2017-07-09
2	075050_2..N01X156	631N	1499620342	1499620307	true	2017-07-09
4	075200_4..N01R	631N	1499620642	1499620618	true	2017-07-09
6	074950_6..S01R	631S	1499620552	1499620491	true	2017-07-09
4	075650_4..S01R	631S	1499620372	1499620302	true	2017-07-09
6	075650_6..N01R	631N	1499619112	1499619060	true	2017-07-09
6	075750_6..S01R	631S	1499621317	1499621288	true	2017-07-09
2	076250_2..S01X156	631S	1499621452	1499621402	true	2017-07-09
2	076250_2..N01X156	631N	1499621017	1499620982	true	2017-07-09
4	076000_4..N01R	631N	1499621437	1499621407	true	2017-07-09
4	076450_4..S01R	631S	1499620912	1499620893	true	2017-07-09
4	076800_4..N01R	631N	1499621617	1499621608	true	2017-07-09
6	076550_6..S01R	631S	1499621857	1499621803	true	2017-07-09
4	077250_4..S01R	631S	1499621197	1499621179	true	2017-07-09
6	077250_6..N01R	631N	1499619952	1499619934	true	2017-07-09
6	077350_6..S01R	631S	1499622232	1499622182	true	2017-07-09
2	077450_2..S01X156	631S	1499622412	1499622392	true	2017-07-09
4	077600_4..N01R	631N	1499622112	1499622099	true	2017-07-09
4	078050_4..S01R	631S	1499621737	1499621728	true	2017-07-09
6	078050_6..N01R	631N	1499620492	1499620472	true	2017-07-09
6	078150_6..S01R	631S	1499622577	1499622575	true	2017-07-09
2	078650_2..S01X156	631S	1499623192	1499623090	true	2017-07-09
2	078650_2..N01X156	631N	1499622652	1499622633	true	2017-07-09
4	078400_4..N01R	631N	1499622772	1499622764	true	2017-07-09
4	078850_4..S01R	631S	1499622277	1499622240	true	2017-07-09
6	078850_6..N01R	631N	1499620987	1499620929	true	2017-07-09
4	079200_4..N01R	631N	1499623132	1499623105	true	2017-07-09
6	078950_6..S01R	631S	1499622982	1499622943	true	2017-07-09
2	079850_2..S01X156	631S	1499623642	1499623625	true	2017-07-09
2	079850_2..N01X156	631N	1499623267	1499623238	true	2017-07-09
4	079650_4..S01R	631S	1499622772	1499622762	true	2017-07-09
6	079650_6..N01R	631N	1499621437	1499621400	true	2017-07-09
6	079750_6..S01R	631S	1499623522	1499623501	true	2017-07-09
4	080000_4..N01R	631N	1499623612	1499623605	true	2017-07-09
4	080800_4..N01R	631N	1499624152	1499624120	true	2017-07-09
6	080450_6..N01R	631N	1499621917	1499621886	true	2017-07-09
6	080550_6..S01R	631S	1499623957	1499623889	true	2017-07-09
2	081050_2..S01X156	631S	1499624197	1499624162	true	2017-07-09
2	081050_2..N01X156	631N	1499623927	1499623895	true	2017-07-09
4	081250_4..S01R	631S	1499623822	1499623797	true	2017-07-09
6	081250_6..N01R	631N	1499622412	1499622373	true	2017-07-09
6	081350_6..S01R	631S	1499624647	1499624601	true	2017-07-09
4	081600_4..N01R	631N	1499624677	1499624623	true	2017-07-09
2	082250_2..S01X156	631S	1499624902	1499624876	true	2017-07-09
2	082250_2..N01X156	631N	1499624767	1499624748	true	2017-07-09
4	082050_4..S01R	631S	1499624377	1499624329	true	2017-07-09
6	082050_6..N01R	631N	1499622832	1499622813	true	2017-07-09
6	082150_6..S01R	631S	1499625127	1499625084	true	2017-07-09
4	082400_4..N01R	631N	1499625247	1499625214	true	2017-07-09
4	082850_4..S01R	631S	1499624677	1499624653	true	2017-07-09
6	082850_6..N01R	631N	1499623402	1499623372	true	2017-07-09
4	083200_4..N01R	631N	1499625682	1499625648	true	2017-07-09
6	082950_6..S01R	631S	1499625382	1499625299	true	2017-07-09
2	083450_2..S01X156	631S	1499625862	1499625843	true	2017-07-09
2	083450_2..N01X156	631N	1499625352	1499625347	true	2017-07-09
4	083650_4..S01R	631S	1499625352	1499625267	true	2017-07-09
6	083650_6..N01R	631N	1499623957	1499623925	true	2017-07-09
6	083750_6..S01R	631S	1499626102	1499626079	true	2017-07-09
4	084000_4..N01R	631N	1499626627	1499626588	true	2017-07-09
2	084650_2..S01X156	631S	1499626447	1499626413	true	2017-07-09
2	084650_2..N01X156	631N	1499626462	1499626413	true	2017-07-09
4	084450_4..S01R	631S	1499625712	1499625667	true	2017-07-09
4	084800_4..N01R	631N	1499626747	1499626738	true	2017-07-09
6	084450_6..N01R	631N	1499624347	1499624310	true	2017-07-09
6	084550_6..S01R	631S	1499626537	1499626493	true	2017-07-09
4	085250_4..S01R	631S	1499626342	1499626286	true	2017-07-09
6	085250_6..N01R	631N	1499624827	1499624781	true	2017-07-09
6	085350_6..S01R	631S	1499626897	1499626869	true	2017-07-09
2	085850_2..S01X156	631S	1499627227	1499627183	true	2017-07-09
4	085600_4..N01R	631N	1499627107	1499627087	true	2017-07-09
4	086050_4..S01R	631S	1499626747	1499626702	true	2017-07-09
6	086050_6..N01R	631N	1499625322	1499625287	true	2017-07-09
6	086150_6..S01R	631S	1499627377	1499627358	true	2017-07-09
4	086400_4..N01R	631N	1499627542	1499627517	true	2017-07-09
