route	trip	stop	time
4	134750_4	257S	1496461650
4	144400_4	257N	1496376240
4	144400_4	256N	1496376291
4	144400_4	255N	1496376367
4	144400_4	254N	1496376466
4	144400_4	253N	1496376516
4	144400_4	252N	1496376602
4	144400_4	251N	1496376713
4	144400_4	250N	1496376832
4	144400_4	249N	1496376990
4	144400_4	248N	1496377089
4	144400_4	239N	1496377207
4	144400_4	238N	1496377341
4	144400_4	237N	1496377461
4	144400_4	236N	1496377578
4	144400_4	235N	1496377656
4	144400_4	234N	1496377779
4	144400_4	423N	1496377933
4	144400_4	420N	1496378200
4	144400_4	419N	1496378286
4	144400_4	418N	1496378369
4	144400_4	640N	1496378479
4	144400_4	639N	1496378634
4	144400_4	638N	1496378761
4	144400_4	637N	1496378858
4	144400_4	636N	1496378944
4	144400_4	635N	1496379027
4	144400_4	634N	1496379152
4	144400_4	633N	1496379229
4	144400_4	632N	1496379302
4	144400_4	631N	1496379419
4	144400_4	630N	1496379551
4	144400_4	629N	1496379645
4	144400_4	628N	1496379743
4	144400_4	627N	1496379831
4	144400_4	626N	1496379934
4	144400_4	625N	1496380026
4	144400_4	624N	1496380126
4	144400_4	623N	1496380207
4	144400_4	622N	1496380284
4	144400_4	621N	1496380393
4	000550_4	401S	1496462730
4	000550_4	402S	1496462850
4	000550_4	405S	1496462940
4	000550_4	406S	1496463060
4	000550_4	407S	1496463120
4	000550_4	408S	1496463180
4	000550_4	409S	1496463270
4	000550_4	410S	1496463360
4	000550_4	411S	1496463420
4	000550_4	412S	1496463510
4	000550_4	413S	1496463600
4	000550_4	414S	1496463720
4	000550_4	415S	1496463870
4	000550_4	416S	1496463960
4	000550_4	621S	1496464110
4	144800_4	621S	1496376480
4	144800_4	622S	1496376570
4	144800_4	623S	1496376660
4	144800_4	624S	1496376720
4	144800_4	625S	1496376810
4	144800_4	626S	1496376930
4	144800_4	627S	1496377020
4	144800_4	628S	1496377140
4	144800_4	629S	1496377230
4	144800_4	630S	1496377320
4	144800_4	631S	1496377440
4	144800_4	632S	1496377560
4	144800_4	633S	1496377620
4	144800_4	634S	1496377680
4	144800_4	635S	1496377770
4	144800_4	636S	1496377860
4	144800_4	637S	1496377950
4	144800_4	638S	1496378010
4	144800_4	639S	1496378100
4	144800_4	640S	1496378220
4	144800_4	418S	1496378310
4	144800_4	419S	1496378400
4	144800_4	420S	1496378460
4	144800_4	423S	1496378760
4	144800_4	234S	1496378850
4	144800_4	235S	1496378940
4	144800_4	236S	1496379000
4	144800_4	237S	1496379120
4	144800_4	238S	1496379240
4	144800_4	239S	1496379330
4	144800_4	248S	1496379420
4	144800_4	249S	1496379510
4	144800_4	250S	1496380230
4	144800_4	251S	1496380380
4	144800_4	252S	1496380470
4	144800_4	253S	1496380590
4	144800_4	254S	1496380650
4	144800_4	255S	1496380740
4	144800_4	256S	1496380800
4	144800_4	257S	1496380890
4	001950_4	621S	1496377170
4	001950_4	622S	1496377185
4	001950_4	623S	1496377252
4	001950_4	624S	1496377324
4	001950_4	625S	1496377404
4	001950_4	626S	1496377498
4	001950_4	627S	1496377736
4	001950_4	628S	1496377819
4	001950_4	629S	1496378028
4	001950_4	630S	1496378113
4	001950_4	631S	1496378217
