route	trip	stop	time
4	144400_4	257N	1496981040
4	144400_4	256N	1496981507
4	144400_4	255N	1496981589
4	144400_4	254N	1496981686
4	144400_4	253N	1496981737
4	144400_4	252N	1496981824
4	144400_4	251N	1496981945
4	144400_4	250N	1496982144
4	144400_4	249N	1496982395
4	144400_4	248N	1496982500
4	144400_4	239N	1496982620
4	144400_4	238N	1496982753
4	144400_4	237N	1496982866
4	144400_4	236N	1496982987
4	144400_4	235N	1496983059
4	144400_4	234N	1496983173
4	144400_4	423N	1496983346
4	144400_4	420N	1496983664
4	144400_4	419N	1496983740
4	144400_4	418N	1496983809
4	144400_4	640N	1496983916
4	144400_4	635N	1496984213
4	144400_4	631N	1496984444
4	144400_4	629N	1496984635
4	144400_4	626N	1496984899
4	144400_4	621N	1496985224
4	144400_4	416N	1496985427
4	144400_4	415N	1496985594
4	144400_4	414N	1496985742
4	144400_4	413N	1496985850
4	144400_4	412N	1496985935
4	144400_4	411N	1496986012
4	144400_4	410N	1496986088
4	144400_4	409N	1496986746
4	144400_4	408N	1496986272
4	144400_4	407N	1496986352
4	144400_4	406N	1496986443
4	144400_4	405N	1496986554
4	144400_4	402N	1496986663
4	144400_4	401N	1496986806
4	000550_4	401S	1496981130
4	000550_4	402S	1496981214
4	000550_4	405S	1496981326
4	000550_4	406S	1496981448
4	000550_4	407S	1496981535
4	000550_4	408S	1496981617
4	000550_4	409S	1496981717
4	000550_4	410S	1496981800
4	000550_4	411S	1496981875
4	000550_4	412S	1496981963
4	000550_4	413S	1496982058
4	000550_4	414S	1496982159
4	000550_4	415S	1496982340
4	000550_4	416S	1496982466
4	000550_4	621S	1496982593
4	000550_4	626S	1496982872
4	000550_4	629S	1496983064
4	000550_4	631S	1496983236
4	000550_4	635S	1496983777
4	000550_4	640S	1496984095
4	000550_4	418S	1496984202
4	000550_4	419S	1496984276
4	000550_4	420S	1496984361
4	000550_4	423S	1496984621
4	000550_4	234S	1496984782
4	000550_4	235S	1496984917
4	000550_4	236S	1496985011
4	000550_4	237S	1496985120
4	000550_4	238S	1496985217
4	000550_4	239S	1496985326
4	000550_4	248S	1496985456
4	000550_4	249S	1496985553
4	000550_4	250S	1496986236
4	000550_4	251S	1496985857
4	000550_4	252S	1496985905
4	000550_4	253S	1496985996
4	000550_4	254S	1496986099
4	000550_4	255S	1496986150
4	000550_4	256S	1496986228
4	000550_4	257S	1496986292
4	001500_4	401S	1496981700
4	001500_4	402S	1496981920
4	001500_4	405S	1496982187
4	001500_4	406S	1496982283
4	001500_4	407S	1496982369
4	001500_4	408S	1496982452
4	001500_4	409S	1496982561
4	001500_4	410S	1496982650
4	001500_4	411S	1496982729
4	001500_4	412S	1496982814
4	001500_4	413S	1496982905
4	001500_4	414S	1496983018
4	001500_4	415S	1496983200
4	001500_4	416S	1496983332
4	001500_4	621S	1496983477
4	001500_4	622S	1496983583
4	001500_4	623S	1496983662
4	001500_4	624S	1496983744
4	001500_4	625S	1496983839
4	001500_4	626S	1496983967
4	001500_4	627S	1496984172
4	001500_4	628S	1496984267
4	001500_4	629S	1496984402
4	001500_4	630S	1496984608
4	001500_4	631S	1496984823
4	001500_4	635S	1496985132
4	001500_4	640S	1496985480
4	001500_4	418S	1496985608
4	001500_4	419S	1496985684
4	001500_4	420S	1496985786
4	001500_4	423S	1496986060
4	001500_4	234S	1496986212
4	001500_4	235S	1496986375
4	001500_4	236S	1496986475
4	001500_4	237S	1496986578
4	001500_4	238S	1496986676
4	001500_4	239S	1496986792
4	001500_4	248S	1496986942
4	001500_4	249S	1496987037
4	001500_4	250S	1496987718
4	001500_4	251S	1496987310
4	001500_4	252S	1496987405
4	001500_4	253S	1496987501
4	001500_4	254S	1496987585
4	001500_4	255S	1496987662
4	001500_4	256S	1496987747
4	001500_4	257S	1496987830
4	146100_4	257N	1496982060
4	146100_4	256N	1496982272
4	146100_4	255N	1496982351
4	146100_4	254N	1496982454
4	146100_4	253N	1496982503
4	146100_4	252N	1496982588
4	146100_4	251N	1496982692
4	146100_4	250N	1496982804
4	146100_4	249N	1496982935
4	146100_4	248N	1496983033
4	146100_4	239N	1496983140
4	146100_4	238N	1496983282
4	146100_4	237N	1496983396
4	146100_4	236N	1496983515
4	146100_4	235N	1496983590
4	146100_4	234N	1496983711
4	146100_4	423N	1496983919
4	146100_4	420N	1496984378
4	146100_4	419N	1496984449
4	146100_4	418N	1496984519
4	146100_4	640N	1496984625
4	146100_4	635N	1496984896
4	146100_4	631N	1496985131
4	146100_4	629N	1496985292
