route	trip	stop	time
4	000550_4	401S	1497326730
4	000550_4	402S	1497326850
4	000550_4	405S	1497326970
4	000550_4	406S	1497327090
4	000550_4	407S	1497327150
4	000550_4	408S	1497327210
4	000550_4	409S	1497327300
4	000550_4	410S	1497327390
4	000550_4	411S	1497327480
4	000550_4	412S	1497327540
4	000550_4	413S	1497327630
4	000550_4	414S	1497327750
4	000550_4	415S	1497327930
4	000550_4	416S	1497328050
4	000550_4	621S	1497328200
4	000550_4	626S	1497328470
4	000550_4	629S	1497328680
4	000550_4	631S	1497328830
4	000550_4	635S	1497329040
4	000550_4	640S	1497329310
4	000550_4	418S	1497329400
4	000550_4	419S	1497329490
4	000550_4	420S	1497329550
4	000550_4	423S	1497329850
4	000550_4	234S	1497329940
4	000550_4	235S	1497330030
4	000550_4	236S	1497330090
4	000550_4	237S	1497330210
4	000550_4	238S	1497330330
4	000550_4	239S	1497330420
4	000550_4	248S	1497330510
4	000550_4	249S	1497330600
4	000550_4	250S	1497331320
4	145200_4	250N	1497240720
4	145200_4	249N	1497240833
4	145200_4	248N	1497240921
4	145200_4	239N	1497241095
4	145200_4	235N	1497241703
4	145200_4	234N	1497241829
4	145200_4	423N	1497241987
4	145200_4	420N	1497242248
4	145200_4	419N	1497242321
4	145200_4	418N	1497242389
4	145200_4	640N	1497242530
4	145200_4	635N	1497242800
4	145200_4	631N	1497243026
4	145200_4	629N	1497243244
4	145200_4	626N	1497243427
4	145200_4	621N	1497243675
4	145200_4	416N	1497244011
4	145200_4	415N	1497244598
4	145200_4	414N	1497244282
4	145200_4	413N	1497244393
4	145200_4	412N	1497244480
4	145200_4	411N	1497244557
4	145200_4	410N	1497244633
4	145200_4	409N	1497244723
4	145200_4	408N	1497244818
4	145200_4	407N	1497244905
4	145200_4	406N	1497244998
4	145200_4	405N	1497245115
4	145200_4	402N	1497245218
4	145200_4	401N	1497245348
4	001500_4	401S	1497327300
4	001500_4	402S	1497327420
4	001500_4	405S	1497327540
4	001500_4	406S	1497327660
4	001500_4	407S	1497327720
4	001500_4	408S	1497327780
4	001500_4	409S	1497327870
4	001500_4	410S	1497327960
4	001500_4	411S	1497328050
4	001500_4	412S	1497328110
4	001500_4	413S	1497328200
4	001500_4	414S	1497328320
4	001500_4	415S	1497328500
4	001500_4	416S	1497328620
4	001500_4	621S	1497328770
4	001500_4	622S	1497328860
4	001500_4	623S	1497328950
4	001500_4	624S	1497329010
4	001500_4	625S	1497329100
4	001500_4	626S	1497329220
4	001500_4	627S	1497329310
4	001500_4	628S	1497329430
4	001500_4	629S	1497329520
4	001500_4	630S	1497329610
4	001500_4	631S	1497329730
4	001500_4	632S	1497329850
4	001500_4	633S	1497329910
4	001500_4	634S	1497329970
4	001500_4	635S	1497330060
4	001500_4	636S	1497330150
4	001500_4	637S	1497330240
4	001500_4	638S	1497330300
4	001500_4	639S	1497330390
4	001500_4	640S	1497330510
4	001500_4	418S	1497330600
4	001500_4	419S	1497330690
4	001500_4	420S	1497330750
4	001500_4	423S	1497331050
4	001500_4	234S	1497331140
4	001500_4	235S	1497331230
4	001500_4	236S	1497331290
4	001500_4	237S	1497331410
4	001500_4	238S	1497331530
4	001500_4	239S	1497331620
4	001500_4	248S	1497331710
4	001500_4	249S	1497331800
4	001500_4	250S	1497332520
4	147000_4	250N	1497241800
4	147000_4	249N	1497241896
4	147000_4	248N	1497241989
4	147000_4	239N	1497242106
4	147000_4	238N	1497242252
4	147000_4	237N	1497242381
4	147000_4	236N	1497242536
4	147000_4	235N	1497242625
4	147000_4	234N	1497242735
4	147000_4	423N	1497242872
4	147000_4	420N	1497243127
4	147000_4	419N	1497243192
4	147000_4	418N	1497243260
4	147000_4	640N	1497243405
4	147000_4	635N	1497243728
4	147000_4	631N	1497243954
4	147000_4	629N	1497244173
4	147000_4	626N	1497244363
4	147000_4	621N	1497244614
4	147000_4	416N	1497244889
4	147000_4	415N	1497245442
4	147000_4	414N	1497245130
4	147000_4	413N	1497245238
4	147000_4	412N	1497245323
4	147000_4	411N	1497245406
4	147000_4	410N	1497245486
4	147000_4	409N	1497245578
4	147000_4	408N	1497245674
4	147000_4	407N	1497245757
4	147000_4	406N	1497245860
4	147000_4	405N	1497245973
4	147000_4	402N	1497246080
4	147000_4	401N	1497246168
4	137200_4	250S	1497327129
4	137650_4	406N	1497239996
4	137650_4	405N	1497240104
4	137650_4	402N	1497240206
4	137650_4	401N	1497240508
4	138700_4	423S	1497239982
4	138700_4	234S	1497240105
4	138700_4	235S	1497240236
4	138700_4	236S	1497240336
4	138700_4	237S	1497240434
4	138700_4	238S	1497240533
4	138700_4	239S	1497240645
4	138700_4	248S	1497240788
4	138700_4	249S	1497240881
4	138700_4	250S	1497240954
4	138850_4	414N	1497239961
