route	trip	stop	time
4	000400_4	401S	1496030640
4	000400_4	402S	1496030733
4	000400_4	405S	1496030855
4	000400_4	406S	1496030970
4	000400_4	407S	1496031057
4	000400_4	408S	1496031137
4	000400_4	409S	1496031233
4	000400_4	410S	1496031316
4	000400_4	411S	1496031393
4	000400_4	412S	1496031474
4	000400_4	413S	1496031563
4	000400_4	414S	1496031673
4	000400_4	415S	1496031840
4	000400_4	416S	1496031955
4	000400_4	621S	1496032092
4	000400_4	626S	1496032388
4	000400_4	629S	1496032566
4	000400_4	631S	1496033038
4	000400_4	632S	1496032916
4	000400_4	633S	1496032988
4	000400_4	634S	1496033060
4	000400_4	635S	1496033151
4	000400_4	636S	1496033277
4	000400_4	637S	1496033359
4	000400_4	638S	1496033437
4	000400_4	639S	1496033510
4	000400_4	640S	1496033624
4	145150_4	640N	1496031090
4	145150_4	639N	1496031182
4	145150_4	638N	1496031258
4	145150_4	637N	1496031325
4	145150_4	636N	1496031406
4	145150_4	635N	1496031482
4	145150_4	634N	1496031593
4	145150_4	633N	1496031658
4	145150_4	632N	1496031719
4	145150_4	631N	1496031830
4	145150_4	630N	1496031958
4	145150_4	629N	1496032047
4	145150_4	628N	1496032142
4	145150_4	627N	1496032221
4	145150_4	626N	1496032315
4	145150_4	625N	1496032407
4	145150_4	624N	1496032497
4	145150_4	623N	1496032572
4	145150_4	622N	1496032645
4	145150_4	621N	1496032737
4	145150_4	416N	1496033045
4	145150_4	415N	1496033502
4	145150_4	414N	1496033323
4	145150_4	413N	1496033666
4	145150_4	412N	1496033753
4	145150_4	411N	1496033833
4	145150_4	410N	1496033903
4	145150_4	409N	1496033988
4	145150_4	408N	1496034078
4	145150_4	407N	1496034152
4	145150_4	406N	1496034242
4	145150_4	405N	1496034352
4	145150_4	402N	1496034448
4	145150_4	401N	1496034542
4	001400_4	401S	1496031240
4	001400_4	402S	1496031381
4	001400_4	405S	1496031492
4	001400_4	406S	1496031592
4	001400_4	407S	1496031675
4	001400_4	408S	1496031749
4	001400_4	409S	1496031845
4	001400_4	410S	1496031929
4	001400_4	411S	1496032004
4	001400_4	412S	1496032084
4	001400_4	413S	1496032165
4	001400_4	414S	1496032264
4	001400_4	415S	1496032428
4	001400_4	416S	1496032545
4	001400_4	621S	1496032765
