route	trip	stop	time
5	056600_5	213N	1496327299
5	056600_5	212N	1496327323
5	056600_5	211N	1496327446
5	056600_5	210N	1496327576
5	056600_5	209N	1496327665
5	056600_5	208N	1496327758
5	056600_5	207N	1496327866
5	056600_5	206N	1496327951
5	056600_5	205N	1496328047
5	056600_5	204N	1496328188
5	056600_5	201N	1496328524
5	058950_5	621N	1496326681
5	058950_5	416N	1496326957
5	058950_5	222N	1496327301
5	058950_5	221N	1496327341
5	058950_5	213N	1496328420
5	058950_5	212N	1496328548
5	058950_5	211N	1496328648
5	058950_5	210N	1496328750
5	058950_5	209N	1496328826
5	058950_5	208N	1496328912
5	058950_5	207N	1496329023
5	058950_5	206N	1496329104
5	058950_5	205N	1496329187
5	058950_5	204N	1496329285
5	058950_5	201N	1496329492
4	053600_4	406N	1496326453
4	053600_4	405N	1496326568
4	053600_4	402N	1496326685
4	053600_4	401N	1496326982
4	054050_4	250S	1496326550
4	054250_4	250N	1496322150
4	054250_4	239N	1496322360
4	054250_4	235N	1496322720
4	054250_4	234N	1496322810
4	054250_4	423N	1496322930
4	054250_4	420N	1496323290
4	054250_4	419N	1496323380
4	054250_4	418N	1496323470
4	054250_4	640N	1496323590
4	054250_4	635N	1496323920
4	054250_4	631N	1496324190
4	054250_4	629N	1496324340
4	054250_4	626N	1496324550
4	054250_4	621N	1496324880
4	054250_4	416N	1496325030
4	054250_4	415N	1496325150
4	054250_4	414N	1496325300
4	054250_4	413N	1496325390
4	054250_4	412N	1496325480
4	054250_4	411N	1496325540
4	054250_4	410N	1496325600
4	054250_4	409N	1496325810
4	054250_4	408N	1496325900
4	054250_4	407N	1496325960
4	054250_4	406N	1496326050
4	054250_4	405N	1496326170
4	054250_4	402N	1496326290
4	054250_4	401N	1496326410
4	054650_4	239S	1496326442
4	054650_4	250S	1496326783
4	054850_4	413N	1496326423
4	054850_4	412N	1496326511
4	054850_4	411N	1496326588
4	054850_4	410N	1496326667
4	054850_4	409N	1496326973
4	054850_4	408N	1496326865
4	054850_4	407N	1496326956
4	054850_4	406N	1496327054
4	054850_4	405N	1496327170
4	054850_4	402N	1496327276
4	054850_4	401N	1496327463
4	055450_4	415N	1496326503
4	055450_4	414N	1496326683
4	055450_4	413N	1496326794
4	055450_4	412N	1496326887
4	055450_4	411N	1496326969
4	055450_4	410N	1496327048
4	055450_4	409N	1496327410
4	055450_4	408N	1496327242
4	055450_4	407N	1496327334
4	055450_4	406N	1496327436
4	055450_4	405N	1496327554
4	055450_4	402N	1496327658
4	055450_4	401N	1496328000
4	055450_4	234S	1496326414
4	055450_4	235S	1496326524
4	055450_4	239S	1496326789
4	055450_4	250S	1496327044
4	056050_4	416N	1496326647
4	056050_4	415N	1496326990
4	056050_4	414N	1496326930
4	056050_4	413N	1496327048
4	056050_4	412N	1496327132
4	056050_4	411N	1496327206
4	056050_4	410N	1496327278
4	056050_4	409N	1496327365
4	056050_4	408N	1496327459
4	056050_4	407N	1496327534
4	056050_4	406N	1496327627
4	056050_4	405N	1496327734
4	056050_4	402N	1496327954
4	056050_4	401N	1496328203
4	056150_4	420S	1496326448
4	056150_4	423S	1496326699
