route	trip	stop	time
4	135450_4	254S	1494993601
4	135450_4	255S	1494993674
4	135450_4	256S	1494993758
4	135450_4	257S	1494993906
4	144400_4	257N	1494993840
4	144400_4	256N	1494993830
4	144400_4	255N	1494993921
4	144400_4	254N	1494994039
4	144400_4	253N	1494994096
4	144400_4	252N	1494994191
4	144400_4	251N	1494994311
4	144400_4	250N	1494994465
4	144400_4	249N	1494994619
4	144400_4	248N	1494994701
4	144400_4	239N	1494994852
4	144400_4	238N	1494995019
4	144400_4	237N	1494995154
4	144400_4	236N	1494995286
4	144400_4	235N	1494995375
4	144400_4	234N	1494995518
4	144400_4	423N	1494995680
4	144400_4	420N	1494996006
4	144400_4	419N	1494996086
4	144400_4	418N	1494996157
4	144400_4	640N	1494996271
4	144400_4	639N	1494996408
4	144400_4	638N	1494996514
4	144400_4	637N	1494996601
4	144400_4	636N	1494996700
4	144400_4	635N	1494996792
4	144400_4	634N	1494996932
4	144400_4	633N	1494997010
4	144400_4	632N	1494997083
4	144400_4	631N	1494997223
4	144400_4	630N	1494997441
4	144400_4	629N	1494997558
4	144400_4	628N	1494997740
4	144400_4	627N	1494997934
4	144400_4	626N	1494998094
4	144400_4	625N	1494998200
4	144400_4	624N	1494998306
4	144400_4	623N	1494998396
4	144400_4	622N	1494998486
4	144400_4	621N	1494998664
4	000500_4	401S	1495080300
4	000500_4	402S	1495080420
4	000500_4	405S	1495080540
4	000500_4	406S	1495080660
4	000500_4	407S	1495080720
4	000500_4	408S	1495080780
4	000500_4	409S	1495080870
4	000500_4	410S	1495080960
4	000500_4	411S	1495081050
4	000500_4	412S	1495081110
4	000500_4	413S	1495081200
4	000500_4	414S	1495081320
4	000500_4	415S	1495081530
4	000500_4	416S	1495081650
4	000500_4	621S	1495081800
4	144800_4	621S	1494994080
4	144800_4	622S	1494994125
4	144800_4	623S	1494994207
4	144800_4	624S	1494994292
4	144800_4	625S	1494994405
4	144800_4	626S	1494994516
4	144800_4	627S	1494994633
4	144800_4	628S	1494994751
4	144800_4	629S	1494994865
4	144800_4	630S	1494994998
4	144800_4	631S	1494995142
4	144800_4	632S	1494995304
4	144800_4	633S	1494995381
4	144800_4	634S	1494995455
4	144800_4	635S	1494995561
4	144800_4	636S	1494995679
4	144800_4	637S	1494995767
4	144800_4	638S	1494995847
4	144800_4	639S	1494995929
4	144800_4	640S	1494996090
4	144800_4	418S	1494996228
4	144800_4	419S	1494996310
4	144800_4	420S	1494996413
4	144800_4	423S	1494996861
4	144800_4	234S	1494997027
4	144800_4	235S	1494997182
4	144800_4	236S	1494997285
4	144800_4	237S	1494997391
4	144800_4	238S	1494997538
4	144800_4	239S	1494997675
4	144800_4	248S	1494997853
4	144800_4	249S	1494997956
4	144800_4	250S	1494998644
4	144800_4	251S	1494998267
4	144800_4	252S	1494998342
4	144800_4	253S	1494998437
4	144800_4	254S	1494998547
4	144800_4	255S	1494998617
4	144800_4	256S	1494998700
4	144800_4	257S	1494998786
4	001800_4	401S	1494994680
4	001800_4	402S	1494994631
4	001800_4	405S	1494994698
4	001800_4	406S	1494994811
4	001800_4	407S	1494994898
4	001800_4	408S	1494994978
4	001800_4	409S	1494995075
4	001800_4	410S	1494995164
4	001800_4	411S	1494995241
4	001800_4	412S	1494995322
4	001800_4	413S	1494995412
4	001800_4	414S	1494995528
4	001800_4	415S	1494995701
4	001800_4	416S	1494995880
4	001800_4	621S	1494996200
4	001950_4	621S	1494995165
4	001950_4	622S	1494995300
4	001950_4	623S	1494995371
4	001950_4	624S	1494995449
4	001950_4	625S	1494995534
4	001950_4	626S	1494995669
4	001950_4	627S	1494995869
4	001950_4	628S	1494996005
4	001950_4	629S	1494996163
4	001950_4	630S	1494996353
4	001950_4	631S	1494996537
4	001950_4	632S	1494996777
4	001950_4	633S	1494996839
4	001950_4	634S	1494996906
4	001950_4	635S	1494997026
4	001950_4	636S	1494997129
4	001950_4	637S	1494997205
4	001950_4	638S	1494997275
4	001950_4	639S	1494997342
4	001950_4	640S	1494997451
4	001950_4	418S	1494997546
4	001950_4	419S	1494997612
4	001950_4	420S	1494997698
4	001950_4	423S	1494998109
4	001950_4	234S	1494998238
4	001950_4	235S	1494998362
4	001950_4	236S	1494998450
4	001950_4	237S	1494998587
4	001950_4	238S	1494998714
4	001950_4	239S	1494998814
4	001950_4	248S	1494999027
4	001950_4	249S	1494999112
4	001950_4	250S	1494999773
4	001950_4	251S	1494999342
4	001950_4	252S	1494999418
4	001950_4	253S	1494999500
4	001950_4	254S	1494999573
4	001950_4	255S	1494999640
4	001950_4	256S	1494999708
4	001950_4	257S	1494999752
4	146000_4	621N	1494994800
4	146000_4	415N	1494995344
4	146000_4	414N	1494995500
4	146000_4	413N	1494995624
4	146000_4	412N	1494995716
4	146000_4	411N	1494995801
4	146000_4	410N	1494995882
4	146000_4	409N	1494995979
4	146000_4	408N	1494996080
4	146000_4	407N	1494996172
4	146000_4	406N	1494996273
4	146000_4	405N	1494996387
4	146000_4	402N	1494996496
4	146000_4	401N	1494996614
4	146100_4	257N	1494994860
4	146100_4	256N	1494995030
4	146100_4	255N	1494995107
