route	trip	stop	time
4	043550_4	250N	1496920530
4	043550_4	239N	1496920740
4	043550_4	235N	1496921010
4	043550_4	234N	1496921100
4	043550_4	423N	1496921220
4	043550_4	420N	1496921520
4	043550_4	419N	1496921610
4	043550_4	418N	1496921670
4	043550_4	640N	1496921790
4	043550_4	635N	1496922060
4	043550_4	631N	1496922300
4	043550_4	629N	1496922450
4	043550_4	626N	1496922660
4	043550_4	621N	1496922930
4	043550_4	416N	1496923080
4	043550_4	415N	1496923200
4	043550_4	414N	1496923350
4	043550_4	413N	1496923440
4	043550_4	412N	1496923530
4	043550_4	411N	1496923590
4	043550_4	410N	1496923650
4	043550_4	409N	1496923740
4	043550_4	408N	1496923830
4	043550_4	407N	1496923890
4	043550_4	406N	1496923980
4	043550_4	405N	1496924100
4	043550_4	402N	1496924220
4	043550_4	401N	1496924340
4	094850_4	402N	1496955640
4	094850_4	401N	1496955760
4	095150_4	250S	1496955700
4	095450_4	407N	1496955616
4	095450_4	406N	1496955706
4	095450_4	405N	1496955826
4	095450_4	402N	1496955946
4	095450_4	401N	1496956066
4	095550_4	239S	1496955798
4	095550_4	250S	1496956008
4	096050_4	411N	1496955580
4	096050_4	410N	1496955656
4	096050_4	409N	1496955746
4	096050_4	408N	1496955836
4	096050_4	407N	1496955896
4	096050_4	406N	1496955986
4	096050_4	405N	1496956106
4	096050_4	402N	1496956226
4	096050_4	401N	1496956346
4	096100_4	423S	1496955770
4	096100_4	234S	1496955890
4	096100_4	235S	1496955980
4	096100_4	239S	1496956220
4	096100_4	250S	1496956430
4	096350_4	234S	1496955698
4	096350_4	235S	1496955788
4	096350_4	239S	1496956028
4	096350_4	250S	1496956238
4	096650_4	413N	1496955650
4	096650_4	412N	1496955740
4	096650_4	411N	1496955830
4	096650_4	410N	1496955890
4	096650_4	409N	1496955980
4	096650_4	408N	1496956070
4	096650_4	407N	1496956130
4	096650_4	406N	1496956220
4	096650_4	405N	1496956340
4	096650_4	402N	1496956460
4	096650_4	401N	1496956290
4	097050_4	418S	1496955627
4	097050_4	419S	1496955687
4	097050_4	420S	1496955777
4	097050_4	423S	1496956107
4	097050_4	234S	1496956227
4	097050_4	235S	1496956317
4	097050_4	239S	1496956657
4	097050_4	250S	1496956898
4	097250_4	415N	1496955621
4	097250_4	414N	1496955771
4	097250_4	413N	1496955891
4	097250_4	412N	1496955981
4	097250_4	411N	1496956071
4	097250_4	410N	1496956131
4	097250_4	409N	1496956221
4	097250_4	408N	1496956311
4	097250_4	407N	1496956371
4	097250_4	406N	1496956591
4	097250_4	405N	1496956697
4	097250_4	402N	1496956818
4	097250_4	401N	1496956938
4	097850_4	635S	1496955555
4	097850_4	640S	1496955885
4	097850_4	418S	1496956005
4	097850_4	419S	1496956065
4	097850_4	420S	1496956155
4	097850_4	423S	1496956485
4	097850_4	234S	1496956581
4	097850_4	235S	1496956700
4	097850_4	239S	1496957002
4	097850_4	250S	1496957212
4	097900_4	635S	1496955728
4	097900_4	640S	1496956058
4	097900_4	418S	1496956178
4	097900_4	419S	1496956238
4	097900_4	420S	1496956328
4	097900_4	423S	1496956562
4	097900_4	234S	1496956713
4	097900_4	235S	1496956826
4	097900_4	239S	1496957066
4	097900_4	250S	1496957276
4	097900_4	251S	1496957456
4	097900_4	252S	1496957546
4	097900_4	253S	1496957666
4	097900_4	254S	1496957999
4	097900_4	255S	1496958052
4	097900_4	256S	1496958129
4	097900_4	257S	1496958183
4	098400_4	631N	1496955631
4	098400_4	629N	1496955781
4	098400_4	626N	1496955991
4	098400_4	621N	1496956321
4	098400_4	415N	1496956736
4	098400_4	414N	1496956945
4	098400_4	413N	1496957065
4	098400_4	412N	1496957155
4	098400_4	411N	1496957245
4	098400_4	410N	1496957305
4	098400_4	409N	1496957395
4	098400_4	408N	1496957485
4	098400_4	407N	1496957545
4	098400_4	406N	1496957635
4	098400_4	405N	1496957755
4	098400_4	402N	1496957990
4	098400_4	401N	1496958090
4	098500_4	631S	1496955613
4	098500_4	635S	1496955853
4	098500_4	640S	1496956183
4	098500_4	418S	1496956303
4	098500_4	419S	1496956363
4	098500_4	420S	1496956453
4	098500_4	423S	1496956771
4	098500_4	234S	1496956922
4	098500_4	235S	1496957012
4	098500_4	239S	1496957252
4	098500_4	250S	1496957462
4	098550_4	629S	1496955651
4	098550_4	631S	1496955831
4	098550_4	635S	1496956071
4	098550_4	640S	1496956401
4	098550_4	418S	1496956626
4	098550_4	419S	1496956711
4	098550_4	420S	1496956803
4	098550_4	423S	1496957156
4	098550_4	234S	1496957276
4	098550_4	235S	1496957366
4	098550_4	239S	1496957606
4	098550_4	250S	1496957816
4	098900_4	635N	1496955594
4	098900_4	631N	1496955834
4	098900_4	629N	1496955984
4	098900_4	626N	1496956194
4	098900_4	621N	1496956745
4	098900_4	415N	1496957092
4	098900_4	414N	1496957242
4	098900_4	413N	1496957362
4	098900_4	412N	1496957452
4	098900_4	411N	1496957542
4	098900_4	410N	1496957602
4	098900_4	409N	1496957692
4	098900_4	408N	1496957782
4	098900_4	407N	1496958012
4	098900_4	406N	1496958121
4	098900_4	405N	1496958236
4	098900_4	402N	1496958343
4	098900_4	401N	1496958482
4	099300_4	621S	1496955532
4	099300_4	626S	1496955874
4	099300_4	629S	1496956114
4	099300_4	631S	1496956294
4	099300_4	635S	1496956527
4	099300_4	640S	1496956886
4	099300_4	418S	1496957006
4	099300_4	419S	1496957066
4	099300_4	420S	1496957156
4	099300_4	423S	1496957486
4	099300_4	234S	1496957606
4	099300_4	235S	1496957696
4	099300_4	239S	1496958099
4	099300_4	250S	1496958498
4	099400_4	635N	1496955864
4	099400_4	631N	1496956104
4	099400_4	629N	1496956254
4	099400_4	626N	1496956676
4	099400_4	621N	1496957047
4	099400_4	415N	1496957317
4	099400_4	414N	1496957467
4	099400_4	413N	1496957587
4	099400_4	412N	1496957677
4	099400_4	411N	1496957767
4	099400_4	410N	1496957980
4	099400_4	409N	1496958077
4	099400_4	408N	1496958182
4	099400_4	407N	1496958272
4	099400_4	406N	1496958370
4	099400_4	405N	1496958487
4	099400_4	402N	1496958589
4	099400_4	401N	1496958683
4	099450_4	626S	1496955690
4	099450_4	629S	1496955930
4	099450_4	631S	1496956110
4	099450_4	635S	1496956350
4	099450_4	640S	1496956769
4	099450_4	418S	1496956886
4	099450_4	419S	1496956946
4	099450_4	420S	1496957036
4	099450_4	423S	1496957366
4	099450_4	234S	1496957486
4	099450_4	235S	1496957576
4	099450_4	239S	1496957882
4	099450_4	250S	1496958286
4	099800_4	416S	1496955663
4	099800_4	621S	1496955843
4	099800_4	626S	1496956113
4	099800_4	629S	1496956353
4	099800_4	631S	1496956501
4	099800_4	635S	1496956823
4	099800_4	640S	1496957153
4	099800_4	418S	1496957273
4	099800_4	419S	1496957333
4	099800_4	420S	1496957423
4	099800_4	423S	1496957753
4	099800_4	234S	1496957964
4	099800_4	235S	1496958071
4	099800_4	239S	1496958345
4	099800_4	250S	1496958782
4	099800_4	251S	1496958990
4	099800_4	252S	1496959077
4	099800_4	253S	1496959158
4	099800_4	254S	1496959245
4	099800_4	255S	1496959305
4	099800_4	256S	1496959377
4	099800_4	257S	1496959509
4	099900_4	418N	1496955647
4	099900_4	640N	1496955767
4	099900_4	635N	1496956097
4	099900_4	631N	1496956497
4	099900_4	629N	1496956737
4	099900_4	626N	1496956989
