route	trip	stop	time
4	144400_4	257N	1495166640
4	144400_4	256N	1495166613
4	144400_4	255N	1495166691
4	144400_4	254N	1495166791
4	144400_4	253N	1495166850
4	144400_4	252N	1495166934
4	144400_4	251N	1495167057
4	144400_4	250N	1495167196
4	144400_4	249N	1495167385
4	144400_4	248N	1495167493
4	144400_4	239N	1495167619
4	144400_4	238N	1495167755
4	144400_4	237N	1495167887
4	144400_4	236N	1495168016
4	144400_4	235N	1495168104
4	144400_4	234N	1495168220
4	144400_4	423N	1495168392
4	144400_4	420N	1495169149
4	144400_4	419N	1495169326
4	144400_4	418N	1495169425
4	144400_4	640N	1495169550
4	144400_4	639N	1495169696
4	144400_4	638N	1495169920
4	144400_4	637N	1495170025
4	144400_4	636N	1495170162
4	144400_4	635N	1495170314
4	144400_4	634N	1495170479
4	144400_4	633N	1495170553
4	144400_4	632N	1495170630
4	144400_4	631N	1495170776
4	144400_4	630N	1495171012
4	144400_4	629N	1495171241
4	144400_4	628N	1495171456
4	144400_4	627N	1495171568
4	144400_4	626N	1495171669
4	144400_4	625N	1495171767
4	144400_4	624N	1495171871
4	144400_4	623N	1495171954
4	144400_4	622N	1495172036
4	144400_4	621N	1495172186
4	000550_4	401S	1495166730
4	000550_4	402S	1495166634
4	000550_4	405S	1495166753
4	000550_4	406S	1495166860
4	000550_4	407S	1495166953
4	000550_4	408S	1495167040
4	000550_4	409S	1495167151
4	000550_4	410S	1495167240
4	000550_4	411S	1495167319
4	000550_4	412S	1495167403
4	000550_4	413S	1495167516
4	000550_4	414S	1495167634
4	000550_4	415S	1495167912
4	000550_4	416S	1495168057
4	000550_4	621S	1495168170
4	144800_4	621S	1495166880
4	144800_4	622S	1495167001
4	144800_4	623S	1495167080
4	144800_4	624S	1495167162
4	144800_4	625S	1495167262
4	144800_4	626S	1495167378
4	144800_4	627S	1495167488
4	144800_4	628S	1495167592
4	144800_4	629S	1495167701
4	144800_4	630S	1495167851
4	144800_4	631S	1495168011
4	144800_4	632S	1495168166
4	144800_4	633S	1495168243
4	144800_4	634S	1495168320
4	144800_4	635S	1495168426
4	144800_4	636S	1495168548
4	144800_4	637S	1495168636
4	144800_4	638S	1495168721
4	144800_4	639S	1495168799
4	144800_4	640S	1495168936
4	144800_4	418S	1495169062
4	144800_4	419S	1495169145
4	144800_4	420S	1495169247
4	144800_4	423S	1495169516
4	144800_4	234S	1495169690
4	144800_4	235S	1495169853
4	144800_4	236S	1495169955
4	144800_4	237S	1495170061
4	144800_4	238S	1495170163
4	144800_4	239S	1495170321
4	144800_4	248S	1495170519
4	144800_4	249S	1495170710
4	144800_4	250S	1495171425
4	144800_4	251S	1495171049
4	144800_4	252S	1495171129
4	144800_4	253S	1495171223
4	144800_4	254S	1495171340
4	144800_4	255S	1495171417
4	144800_4	256S	1495171505
4	144800_4	257S	1495171586
4	001800_4	401S	1495167480
4	001800_4	402S	1495167623
4	001800_4	405S	1495167746
4	001800_4	406S	1495167860
4	001800_4	407S	1495167949
4	001800_4	408S	1495168026
4	001800_4	409S	1495168129
4	001800_4	410S	1495168220
4	001800_4	411S	1495168300
4	001800_4	412S	1495168382
4	001800_4	413S	1495168478
4	001800_4	414S	1495168593
4	001800_4	415S	1495168761
4	001800_4	416S	1495168954
4	001800_4	621S	1495169089
4	001950_4	621S	1495167570
4	001950_4	622S	1495167660
4	001950_4	623S	1495167750
4	001950_4	624S	1495167810
4	001950_4	625S	1495167900
4	001950_4	626S	1495168020
4	001950_4	627S	1495168110
4	001950_4	628S	1495168230
4	001950_4	629S	1495168320
4	001950_4	630S	1495168410
4	001950_4	631S	1495168530
4	001950_4	632S	1495168650
4	001950_4	633S	1495168710
4	001950_4	634S	1495168770
4	001950_4	635S	1495168860
4	001950_4	636S	1495168950
4	001950_4	637S	1495169040
4	001950_4	638S	1495169100
4	001950_4	639S	1495169190
4	001950_4	640S	1495169310
4	001950_4	418S	1495169400
4	001950_4	419S	1495169490
4	001950_4	420S	1495169550
4	001950_4	423S	1495169850
4	001950_4	234S	1495169940
4	001950_4	235S	1495170030
4	001950_4	236S	1495170090
4	001950_4	237S	1495170210
4	001950_4	238S	1495170330
4	001950_4	239S	1495170420
4	001950_4	248S	1495170510
4	001950_4	249S	1495170600
4	001950_4	250S	1495171320
4	001950_4	251S	1495171470
4	001950_4	252S	1495171560
4	001950_4	253S	1495171680
4	001950_4	254S	1495171740
4	001950_4	255S	1495171830
4	001950_4	256S	1495171890
4	001950_4	257S	1495171980
4	146000_4	621N	1495167600
4	146000_4	415N	1495168038
4	146000_4	414N	1495168194
4	146000_4	413N	1495168317
4	146000_4	412N	1495168420
4	146000_4	411N	1495168509
4	146000_4	410N	1495168592
4	146000_4	409N	1495168693
4	146000_4	408N	1495168796
4	146000_4	407N	1495168888
4	146000_4	406N	1495168997
4	146000_4	405N	1495169132
4	146000_4	402N	1495169249
4	146000_4	401N	1495169375
4	146100_4	257N	1495167660
4	146100_4	256N	1495167744
4	146100_4	255N	1495167826
4	146100_4	254N	1495167926
4	146100_4	253N	1495167968
4	146100_4	252N	1495168052
4	146100_4	251N	1495168157
4	146100_4	250N	1495168259
4	146100_4	249N	1495168403
4	146100_4	248N	1495168495
4	146100_4	239N	1495168635
4	146100_4	238N	1495168758
4	146100_4	237N	1495168873
4	146100_4	236N	1495168988
4	146100_4	235N	1495169063
4	146100_4	234N	1495169174
4	146100_4	423N	1495169366
4	146100_4	420N	1495170006
4	146100_4	419N	1495170167
4	146100_4	418N	1495170247
4	146100_4	640N	1495170359
4	146100_4	639N	1495170477
4	146100_4	638N	1495170608
4	146100_4	637N	1495170713
4	146100_4	636N	1495170810
4	146100_4	635N	1495170932
4	146100_4	634N	1495171055
4	146100_4	633N	1495171127
4	146100_4	632N	1495171200
4	146100_4	631N	1495171322
4	146100_4	630N	1495171634
4	146100_4	629N	1495171934
4	146100_4	628N	1495172133
4	146100_4	627N	1495172231
4	146100_4	626N	1495172334
4	146100_4	625N	1495172454
4	146100_4	624N	1495172544
4	146100_4	623N	1495172604
4	146100_4	622N	1495172694
4	146100_4	621N	1495172784
4	051350_4	250N	1495197319
4	051350_4	239N	1495197581
4	051350_4	235N	1495197927
4	051350_4	234N	1495198092
4	051350_4	423N	1495198231
4	051350_4	420N	1495198525
4	051350_4	419N	1495198627
4	051350_4	418N	1495198726
4	051350_4	640N	1495198865
4	051350_4	635N	1495199143
4	051350_4	631N	1495199418
4	051350_4	629N	1495199609
4	051350_4	626N	1495199818
4	051350_4	621N	1495200109
4	051350_4	416N	1495200291
4	051350_4	415N	1495200413
4	051350_4	414N	1495200548
4	051350_4	413N	1495200674
4	051350_4	412N	1495200763
4	051350_4	411N	1495200845
4	051350_4	410N	1495200930
4	051350_4	409N	1495201022
4	051350_4	408N	1495201120
4	051350_4	407N	1495201210
4	051350_4	406N	1495201311
4	051350_4	405N	1495201426
4	051350_4	402N	1495201545
4	051350_4	401N	1495201837
4	124050_4	250S	1495245201
4	135450_4	251S	1495166520
4	135450_4	252S	1495166599
4	135450_4	253S	1495166687
4	135450_4	254S	1495166786
4	135450_4	255S	1495166851
4	135450_4	256S	1495166934
4	135450_4	257S	1495166999
4	137200_4	234S	1495251930
4	137200_4	235S	1495252020
4	137200_4	236S	1495252080
4	137200_4	237S	1495252200
4	137200_4	238S	1495252320
4	137200_4	239S	1495252410
4	137200_4	248S	1495252500
4	137200_4	249S	1495252590
4	137200_4	250S	1495252950
4	137200_4	251S	1495253100
4	137200_4	252S	1495253190
4	137200_4	253S	1495253310
4	137200_4	254S	1495253370
4	137200_4	255S	1495253460
4	137200_4	256S	1495253520
4	137200_4	257S	1495253610
4	137450_4	401N	1495254348
4	138400_4	409N	1495253100
4	138400_4	408N	1495253190
4	138400_4	407N	1495253250
4	138400_4	406N	1495253340
4	138400_4	405N	1495253460
4	138400_4	402N	1495253580
4	138400_4	401N	1495253700
4	138400_4	419S	1495252586
4	138400_4	420S	1495252683
4	138400_4	423S	1495253005
4	138400_4	234S	1495253095
4	138400_4	235S	1495253185
4	138400_4	236S	1495253245
4	138400_4	237S	1495253365
4	138400_4	238S	1495253485
4	138400_4	239S	1495253575
4	138400_4	248S	1495253665
4	138400_4	249S	1495253755
4	138400_4	250S	1495254295
4	138400_4	251S	1495254445
4	138400_4	252S	1495254535
4	138400_4	253S	1495254655
4	138400_4	254S	1495254715
4	138400_4	255S	1495254805
4	138400_4	256S	1495254865
4	138400_4	257S	1495254955
4	139400_4	416N	1495252806
4	139400_4	415N	1495252926
4	139400_4	414N	1495253076
4	139400_4	413N	1495253166
4	139400_4	412N	1495253256
4	139400_4	411N	1495253316
4	139400_4	410N	1495253376
4	139400_4	409N	1495254066
4	139400_4	408N	1495254156
4	139400_4	407N	1495254216
4	139400_4	406N	1495254306
4	139400_4	405N	1495254426
4	139400_4	402N	1495254546
4	139400_4	401N	1495254666
4	139600_4	636S	1495253475
4	139600_4	637S	1495253565
4	139600_4	638S	1495253625
4	139600_4	639S	1495253715
4	139600_4	640S	1495253835
4	139600_4	418S	1495166930
4	139600_4	419S	1495166996
4	139600_4	420S	1495167078
4	139600_4	423S	1495167336
4	139600_4	234S	1495167467
4	139600_4	235S	1495167606
4	139600_4	236S	1495167710
4	139600_4	237S	1495167805
4	139600_4	238S	1495167898
4	139600_4	239S	1495168010
4	139600_4	248S	1495168168
4	139600_4	249S	1495168329
