route	trip	stop	time
4	144400_4	257N	1473825389 1473825840
4	144400_4	256N	1473825389 1473825930
4	144400_4	255N	1473825389 1473825990
4	144400_4	254N	1473825389 1473826080
4	144400_4	253N	1473825389 1473826140
4	144400_4	252N	1473825389 1473826260
4	144400_4	251N	1473825389 1473826350
4	144400_4	250N	1473825389 1473826500
4	144400_4	249N	1473825389 1473826620
4	144400_4	248N	1473825389 1473826740
4	144400_4	239N	1473825389 1473826830
4	144400_4	238N	1473825389 1473826950
4	144400_4	237N	1473825389 1473827040
4	144400_4	236N	1473825389 1473827160
4	144400_4	235N	1473825389 1473827250
4	144400_4	234N	1473825389 1473827340
4	144400_4	423N	1473825389 1473827430
4	144400_4	420N	1473825389 1473827730
4	144400_4	419N	1473825389 1473827790
4	144400_4	418N	1473825389 1473827880
4	144400_4	640N	1473825389 1473827970
4	144400_4	635N	1473825389 1473828240
4	144400_4	631N	1473825389 1473828450
4	144400_4	629N	1473825389 1473828570
4	144400_4	626N	1473825389 1473828780
4	144400_4	621N	1473825389 1473829050
4	144400_4	416N	1473825389 1473829200
4	144400_4	415N	1473825389 1473829320
4	144400_4	414N	1473825389 1473829470
4	144400_4	413N	1473825389 1473829560
4	144400_4	412N	1473825389 1473829650
4	144400_4	411N	1473825389 1473829710
4	144400_4	410N	1473825389 1473829770
4	144400_4	409N	1473825389 1473830460
4	144400_4	408N	1473825389 1473830550
4	144400_4	407N	1473825389 1473830610
4	144400_4	406N	1473825389 1473830700
4	144400_4	405N	1473825389 1473830820
4	144400_4	402N	1473825389 1473830940
4	144400_4	401N	1473825389 1473831060
4	000550_4	401S	1473825389 1473825930
4	000550_4	402S	1473825389 1473826050
4	000550_4	405S	1473825389 1473826170
4	000550_4	406S	1473825389 1473826290
4	000550_4	407S	1473825389 1473826350
4	000550_4	408S	1473825389 1473826410
4	000550_4	409S	1473825389 1473826500
4	000550_4	410S	1473825389 1473826590
4	000550_4	411S	1473825389 1473826680
4	000550_4	412S	1473825389 1473826740
4	000550_4	413S	1473825389 1473826830
4	000550_4	414S	1473825389 1473826950
4	000550_4	415S	1473825389 1473827130
4	000550_4	416S	1473825389 1473827250
4	000550_4	621S	1473825389 1473827400
4	000550_4	626S	1473825389 1473827670
4	000550_4	629S	1473825389 1473827880
4	000550_4	631S	1473825389 1473828030
4	000550_4	635S	1473825389 1473828240
4	000550_4	640S	1473825389 1473828510
4	000550_4	418S	1473825389 1473828600
4	000550_4	419S	1473825389 1473828690
4	000550_4	420S	1473825389 1473828750
4	000550_4	423S	1473825389 1473829050
4	000550_4	234S	1473825389 1473829140
4	000550_4	235S	1473825389 1473829230
4	000550_4	236S	1473825389 1473829290
4	000550_4	237S	1473825389 1473829410
4	000550_4	238S	1473825389 1473829530
4	000550_4	239S	1473825389 1473829620
4	000550_4	248S	1473825389 1473829710
4	000550_4	249S	1473825389 1473829800
4	000550_4	250S	1473825389 1473830520
4	000550_4	251S	1473825389 1473830670
4	000550_4	252S	1473825389 1473830760
4	000550_4	253S	1473825389 1473830880
4	000550_4	254S	1473825389 1473830940
4	000550_4	255S	1473825389 1473831030
4	000550_4	256S	1473825389 1473831090
4	000550_4	257S	1473825389 1473831180
4	001500_4	401S	1473825389 1473826500
4	001500_4	402S	1473825389 1473826620
4	001500_4	405S	1473825389 1473826740
4	001500_4	406S	1473825389 1473826860
4	001500_4	407S	1473825389 1473826920
4	001500_4	408S	1473825389 1473826980
4	001500_4	409S	1473825389 1473827070
4	001500_4	410S	1473825389 1473827160
4	001500_4	411S	1473825389 1473827250
4	001500_4	412S	1473825389 1473827310
4	001500_4	413S	1473825389 1473827400
4	001500_4	414S	1473825389 1473827520
4	001500_4	415S	1473825389 1473827700
4	001500_4	416S	1473825389 1473827820
4	001500_4	621S	1473825389 1473827970
4	001500_4	622S	1473825389 1473828060
4	001500_4	623S	1473825389 1473828150
4	001500_4	624S	1473825389 1473828210
4	001500_4	625S	1473825389 1473828300
4	001500_4	626S	1473825389 1473828420
4	001500_4	627S	1473825389 1473828510
4	001500_4	628S	1473825389 1473828630
4	001500_4	629S	1473825389 1473828720
4	001500_4	630S	1473825389 1473828810
4	001500_4	631S	1473825389 1473828930
4	001500_4	632S	1473825389 1473829050
4	001500_4	633S	1473825389 1473829110
4	001500_4	634S	1473825389 1473829170
4	001500_4	635S	1473825389 1473829290
4	001500_4	636S	1473825389 1473829350
4	001500_4	637S	1473825389 1473829440
4	001500_4	638S	1473825389 1473829500
4	001500_4	639S	1473825389 1473829590
4	001500_4	640S	1473825389 1473829710
4	001500_4	418S	1473825389 1473829800
4	001500_4	419S	1473825389 1473829890
4	001500_4	420S	1473825389 1473829950
4	001500_4	423S	1473825389 1473830250
4	001500_4	234S	1473825389 1473830340
4	001500_4	235S	1473825389 1473830430
4	001500_4	236S	1473825389 1473830490
4	001500_4	237S	1473825389 1473830610
4	001500_4	238S	1473825389 1473830730
4	001500_4	239S	1473825389 1473830820
4	001500_4	248S	1473825389 1473830910
4	001500_4	249S	1473825389 1473831000
4	001500_4	250S	1473825389 1473831720
4	001500_4	251S	1473825389 1473831870
4	001500_4	252S	1473825389 1473831960
4	001500_4	253S	1473825389 1473832080
4	001500_4	254S	1473825389 1473832140
4	001500_4	255S	1473825389 1473832230
4	001500_4	256S	1473825389 1473832290
4	001500_4	257S	1473825389 1473832380
4	146100_4	257N	1473825389 1473826860
4	146100_4	256N	1473825389 1473826950
4	146100_4	255N	1473825389 1473827010
4	146100_4	254N	1473825389 1473827100
4	146100_4	253N	1473825389 1473827160
4	146100_4	252N	1473825389 1473827280
4	146100_4	251N	1473825389 1473827370
4	146100_4	250N	1473825389 1473827520
4	146100_4	249N	1473825389 1473827640
4	146100_4	248N	1473825389 1473827760
4	146100_4	239N	1473825389 1473827850
4	146100_4	238N	1473825389 1473827970
4	146100_4	237N	1473825389 1473828060
4	146100_4	236N	1473825389 1473828180
4	146100_4	235N	1473825389 1473828270
4	146100_4	234N	1473825389 1473828360
4	146100_4	423N	1473825389 1473828450
4	146100_4	420N	1473825389 1473828750
4	146100_4	419N	1473825389 1473828810
4	146100_4	418N	1473825389 1473828900
4	146100_4	640N	1473825389 1473828990
4	146100_4	635N	1473825389 1473829260
4	146100_4	631N	1473825389 1473829470
4	146100_4	629N	1473825389 1473829590
4	146100_4	626N	1473825389 1473829800
4	146100_4	621N	1473825389 1473830070
4	146100_4	416N	1473825389 1473830220
4	146100_4	415N	1473825389 1473830340
4	146100_4	414N	1473825389 1473830490
4	146100_4	413N	1473825389 1473830580
4	146100_4	412N	1473825389 1473830670
4	146100_4	411N	1473825389 1473830730
4	146100_4	410N	1473825389 1473830790
4	146100_4	409N	1473825389 1473831480
4	146100_4	408N	1473825389 1473831570
4	146100_4	407N	1473825389 1473831630
4	146100_4	406N	1473825389 1473831720
4	146100_4	405N	1473825389 1473831840
4	146100_4	402N	1473825389 1473831960
4	146100_4	401N	1473825389 1473832080
4	084150_4	250N	1473789689 1473789690
4	084150_4	239N	1473789869 1473789855
4	084150_4	235N	1473790229 1473790209
4	084150_4	234N	1473790289 1473790311
4	084150_4	423N	1473790469 1473790467
4	084150_4	420N	1473790769 1473790755
4	084150_4	419N	1473790829 1473790833
4	084150_4	418N	1473790949 1473790921
4	084150_4	640N	1473791099 1473791068
4	084150_4	635N	1473791369 1473791343
4	084150_4	631N	1473791609 1473791594
4	084150_4	629N	1473791789 1473791788
4	084150_4	626N	1473792029 1473791988
4	084150_4	621N	1473792329 1473792323
4	084150_4	416N	1473792539 1473792509
4	084150_4	415N	1473792689 1473792623
4	084150_4	414N	1473792869 1473792861
4	084150_4	413N	1473792989 1473793003
4	084150_4	412N	1473793169 1473793134
4	084150_4	411N	1473793229 1473793230
4	084150_4	410N	1473793289 1473793308
4	084150_4	409N	1473793409 1473793556
4	084150_4	408N	1473793529 1473793508
4	084150_4	407N	1473793589 1473793597
4	084150_4	406N	1473793769 1473793717
4	084150_4	405N	1473793829 1473793914
4	084150_4	402N	1473793949 1473794034
4	084150_4	401N	1473794129 1473794093
4	135950_4	248S	1473824909 1473824918
4	135950_4	249S	1473825029 1473825031
4	135950_4	250S	1473825209 1473825277
4	135950_4	251S	1473825329 1473825348
4	135950_4	252S	1473825389 1473825458
4	135950_4	253S	1473825389 1473825578
4	135950_4	254S	1473825389 1473825638
4	135950_4	255S	1473825389 1473825728
4	135950_4	256S	1473825389 1473825788
4	135950_4	257S	1473825389 1473825878
4	137200_4	237S	1473825329 1473825349
4	137200_4	238S	1473825389 1473825488
4	137200_4	239S	1473825389 1473825578
4	137200_4	248S	1473825389 1473825668
4	137200_4	249S	1473825389 1473825758
4	137200_4	250S	1473825389 1473826118
4	137200_4	251S	1473825389 1473826268
4	137200_4	252S	1473825389 1473826358
4	137200_4	253S	1473825389 1473826478
4	137200_4	254S	1473825389 1473826538
4	137200_4	255S	1473825389 1473826628
4	137200_4	256S	1473825389 1473826688
4	137200_4	257S	1473825389 1473826778
4	137450_4	409N	1473825389 1473825985
4	137450_4	408N	1473825389 1473826075
4	137450_4	407N	1473825389 1473826135
4	137450_4	406N	1473825389 1473826225
4	137450_4	405N	1473825389 1473826345
4	137450_4	402N	1473825389 1473826465
4	137450_4	401N	1473825389 1473826585
4	138400_4	411N	1473825389 1473825433
4	138400_4	410N	1473825389 1473825493
4	138400_4	409N	1473825389 1473826183
4	138400_4	408N	1473825389 1473826273
4	138400_4	407N	1473825389 1473826333
4	138400_4	406N	1473825389 1473826423
4	138400_4	405N	1473825389 1473826543
4	138400_4	402N	1473825389 1473826663
4	138400_4	401N	1473825389 1473826783
4	138400_4	423S	1473825329 1473825355
4	138400_4	234S	1473825389 1473825461
4	138400_4	235S	1473825389 1473825551
4	138400_4	236S	1473825389 1473825611
4	138400_4	237S	1473825389 1473825731
4	138400_4	238S	1473825389 1473825851
4	138400_4	239S	1473825389 1473825941
4	138400_4	248S	1473825389 1473826031
