route	trip	stop	timestamp	arrival	isValid
4	144100_4..N02R	257N	1480914065	1480914060	true
4	144100_4..N02R	256N	1480914125	1480914141	true
4	144100_4..N02R	255N	1480914185	1480914218	true
4	144100_4..N02R	254N	1480914245	1480914270	false
4	144100_4..N02R	253N	1480914245	1480914330	false
4	144100_4..N02R	252N	1480914380	1480914393	true
4	144100_4..N02R	251N	1480914440	1480914504	true
4	144100_4..N02R	250N	1480914560	1480914632	true
4	144100_4..N02R	249N	1480914680	1480914691	true
4	144100_4..N02R	248N	1480914800	1480914785	true
4	144100_4..N02R	239N	1480914920	1480914924	true
4	144100_4..N02R	235N	1480915205	1480915193	true
4	144100_4..N02R	234N	1480915265	1480915281	true
4	144100_4..N02R	423N	1480915385	1480915391	true
4	144100_4..N02R	420N	1480916105	1480916076	true
4	144100_4..N02R	419N	1480916165	1480916163	true
4	144100_4..N02R	418N	1480916225	1480916233	true
4	144100_4..N02R	640N	1480916345	1480916341	true
4	144100_4..N02R	635N	1480916780	1480916727	true
4	144100_4..N02R	631N	1480917020	1480917018	true
4	144100_4..N02R	629N	1480917245	1480917270	true
4	144100_4..N02R	626N	1480917545	1480917563	true
4	144100_4..N02R	621N	1480917860	1480917839	true
4	144100_4..N02R	416N	1480918100	1480918118	true
4	144100_4..N02R	415N	1480918220	1480918192	true
4	144100_4..N02R	414N	1480918385	1480918362	true
4	144100_4..N02R	413N	1480918445	1480918482	true
4	144100_4..N02R	412N	1480918565	1480918557	true
4	144100_4..N02R	411N	1480918625	1480918635	true
4	144100_4..N02R	410N	1480918685	1480918712	true
4	144100_4..N02R	409N	1480918805	1480918799	true
4	144100_4..N02R	408N	1480918865	1480918892	true
4	144100_4..N02R	407N	1480918940	1480918975	true
4	144100_4..N02R	406N	1480919060	1480919064	true
4	144100_4..N02R	405N	1480919180	1480919173	true
4	144100_4..N02R	402N	1480919285	1480919274	true
4	144100_4..N02R	401N	1480919405	1480919373	true
4	000550_4..S01R	401S	1480914245	1480914330	true
4	000550_4..S01R	402S	1480914380	1480914455	true
4	000550_4..S01R	405S	1480914500	1480914552	true
4	000550_4..S01R	406S	1480914620	1480914633	true
4	000550_4..S01R	407S	1480914680	1480914717	true
4	000550_4..S01R	408S	1480914740	1480914785	true
4	000550_4..S01R	409S	1480914860	1480914881	true
4	000550_4..S01R	410S	1480914965	1480914961	true
4	000550_4..S01R	411S	1480915025	1480915033	true
4	000550_4..S01R	412S	1480915085	1480915110	true
4	000550_4..S01R	413S	1480915205	1480915194	true
4	000550_4..S01R	414S	1480915325	1480915292	true
4	000550_4..S01R	415S	1480915385	1480915525	true
4	000550_4..S01R	416S	1480915580	1480915588	true
4	000550_4..S01R	621S	1480915760	1480915711	true
4	000550_4..S01R	626S	1480916045	1480916052	true
4	000550_4..S01R	629S	1480916405	1480916424	true
4	000550_4..S01R	631S	1480916585	1480916578	true
4	000550_4..S01R	635S	1480916840	1480916815	true
4	000550_4..S01R	640S	1480917305	1480917296	true
4	000550_4..S01R	418S	1480917425	1480917410	true
4	000550_4..S01R	419S	1480917485	1480917477	true
4	000550_4..S01R	420S	1480917545	1480917554	true
4	000550_4..S01R	423S	1480917605	1480917873	true
4	000550_4..S01R	234S	1480917980	1480917947	true
4	000550_4..S01R	235S	1480918100	1480918080	true
4	000550_4..S01R	236S	1480918160	1480918164	true
4	000550_4..S01R	237S	1480918220	1480918299	true
4	000550_4..S01R	238S	1480918325	1480918349	true
4	000550_4..S01R	239S	1480918445	1480918456	true
4	000550_4..S01R	248S	1480918565	1480918574	true
4	000550_4..S01R	249S	1480918685	1480918669	true
4	000550_4..S01R	250S	1480918745	1480918734	true
4	000550_4..S01R	251S	1480918865	1480918933	true
