route	trip	stop	time
4	144400_4	257N	1457067473 1457067840
4	144400_4	256N	1457067473 1457067930
4	144400_4	255N	1457067473 1457067990
4	144400_4	254N	1457067473 1457068080
4	144400_4	253N	1457067473 1457068140
4	144400_4	252N	1457067473 1457068260
4	144400_4	251N	1457067473 1457068350
4	144400_4	250N	1457067473 1457068500
4	144400_4	249N	1457067473 1457068620
4	144400_4	248N	1457067473 1457068740
4	144400_4	239N	1457067473 1457068830
4	144400_4	238N	1457067473 1457068950
4	144400_4	237N	1457067473 1457069040
4	144400_4	236N	1457067473 1457069160
4	144400_4	235N	1457067473 1457069250
4	144400_4	234N	1457067473 1457069340
4	144400_4	423N	1457067473 1457069430
4	144400_4	420N	1457067473 1457069730
4	144400_4	419N	1457067473 1457069790
4	144400_4	418N	1457067473 1457069880
4	144400_4	640N	1457067473 1457069970
4	144400_4	635N	1457067473 1457070240
4	144400_4	631N	1457067473 1457070450
4	144400_4	630N	1457067473 1457070570
4	144400_4	629N	1457067473 1457070660
4	144400_4	628N	1457067473 1457070750
4	144400_4	627N	1457067473 1457070870
4	144400_4	626N	1457067473 1457070960
4	144400_4	625N	1457067473 1457071080
4	144400_4	624N	1457067473 1457071170
4	144400_4	623N	1457067473 1457071230
4	144400_4	622N	1457067473 1457071320
4	144400_4	621N	1457067473 1457071410
4	144400_4	416N	1457067473 1457071560
4	144400_4	415N	1457067473 1457071680
4	144400_4	414N	1457067473 1457071830
4	144400_4	413N	1457067473 1457071920
4	144400_4	412N	1457067473 1457072010
4	144400_4	411N	1457067473 1457072070
4	144400_4	410N	1457067473 1457072130
4	144400_4	409N	1457067473 1457072820
4	144400_4	408N	1457067473 1457072910
4	144400_4	407N	1457067473 1457072970
4	144400_4	406N	1457067473 1457073060
4	144400_4	405N	1457067473 1457073180
4	144400_4	402N	1457067473 1457073300
4	144400_4	401N	1457067473 1457073420
4	000550_4	401S	1457067473 1457067930
4	000550_4	402S	1457067473 1457068050
4	000550_4	405S	1457067473 1457068170
4	000550_4	406S	1457067473 1457068290
4	000550_4	407S	1457067473 1457068350
4	000550_4	408S	1457067473 1457068410
4	000550_4	409S	1457067473 1457068500
4	000550_4	410S	1457067473 1457068590
4	000550_4	411S	1457067473 1457068680
4	000550_4	412S	1457067473 1457068740
4	000550_4	413S	1457067473 1457068830
4	000550_4	414S	1457067473 1457068950
4	000550_4	415S	1457067473 1457069130
4	000550_4	416S	1457067473 1457069250
4	000550_4	621S	1457067473 1457069400
4	000550_4	626S	1457067473 1457069670
4	000550_4	629S	1457067473 1457069880
4	000550_4	631S	1457067473 1457070030
4	000550_4	635S	1457067473 1457070240
4	000550_4	640S	1457067473 1457070510
4	000550_4	418S	1457067473 1457070600
4	000550_4	419S	1457067473 1457070690
4	000550_4	420S	1457067473 1457070750
4	000550_4	423S	1457067473 1457071050
4	000550_4	234S	1457067473 1457071140
4	000550_4	235S	1457067473 1457071230
4	000550_4	236S	1457067473 1457071290
4	000550_4	237S	1457067473 1457071410
4	000550_4	238S	1457067473 1457071530
4	000550_4	239S	1457067473 1457071620
4	000550_4	248S	1457067473 1457071710
4	000550_4	249S	1457067473 1457071800
4	000550_4	250S	1457067473 1457072520
4	000550_4	251S	1457067473 1457072670
4	000550_4	252S	1457067473 1457072760
4	000550_4	253S	1457067473 1457072880
4	000550_4	254S	1457067473 1457072940
4	000550_4	255S	1457067473 1457073030
4	000550_4	256S	1457067473 1457073090
4	000550_4	257S	1457067473 1457073180
4	001500_4	401S	1457067473 1457068500
4	001500_4	402S	1457067473 1457068620
4	001500_4	405S	1457067473 1457068740
4	001500_4	406S	1457067473 1457068860
4	001500_4	407S	1457067473 1457068920
4	001500_4	408S	1457067473 1457068980
4	001500_4	409S	1457067473 1457069070
4	001500_4	410S	1457067473 1457069160
4	001500_4	411S	1457067473 1457069250
4	001500_4	412S	1457067473 1457069310
4	001500_4	413S	1457067473 1457069400
4	001500_4	414S	1457067473 1457069520
4	001500_4	415S	1457067473 1457069700
4	001500_4	416S	1457067473 1457069820
4	001500_4	621S	1457067473 1457069970
4	001500_4	622S	1457067473 1457070060
4	001500_4	623S	1457067473 1457070150
4	001500_4	624S	1457067473 1457070210
4	001500_4	625S	1457067473 1457070300
4	001500_4	626S	1457067473 1457070420
4	001500_4	627S	1457067473 1457070510
4	001500_4	628S	1457067473 1457070630
4	001500_4	629S	1457067473 1457070720
4	001500_4	630S	1457067473 1457070810
4	001500_4	631S	1457067473 1457070930
4	001500_4	632S	1457067473 1457071050
4	001500_4	633S	1457067473 1457071110
4	001500_4	634S	1457067473 1457071170
4	001500_4	635S	1457067473 1457071290
4	001500_4	636S	1457067473 1457071350
4	001500_4	637S	1457067473 1457071440
4	001500_4	638S	1457067473 1457071500
4	001500_4	639S	1457067473 1457071590
4	001500_4	640S	1457067473 1457071710
4	001500_4	418S	1457067473 1457071800
4	001500_4	419S	1457067473 1457071890
4	001500_4	420S	1457067473 1457071950
4	001500_4	423S	1457067473 1457072250
4	001500_4	234S	1457067473 1457072340
4	001500_4	235S	1457067473 1457072430
4	001500_4	236S	1457067473 1457072490
4	001500_4	237S	1457067473 1457072610
4	001500_4	238S	1457067473 1457072730
4	001500_4	239S	1457067473 1457072820
4	001500_4	248S	1457067473 1457072910
4	001500_4	249S	1457067473 1457073000
4	001500_4	250S	1457067473 1457073720
4	001500_4	251S	1457067473 1457073870
4	001500_4	252S	1457067473 1457073960
4	001500_4	253S	1457067473 1457074080
4	001500_4	254S	1457067473 1457074140
4	001500_4	255S	1457067473 1457074230
4	001500_4	256S	1457067473 1457074290
4	001500_4	257S	1457067473 1457074380
4	146100_4	257N	1457067473 1457068860
4	146100_4	256N	1457067473 1457068950
4	146100_4	255N	1457067473 1457069010
4	146100_4	254N	1457067473 1457069100
4	146100_4	253N	1457067473 1457069160
4	146100_4	252N	1457067473 1457069280
4	146100_4	251N	1457067473 1457069370
4	146100_4	250N	1457067473 1457069520
4	146100_4	249N	1457067473 1457069640
4	146100_4	248N	1457067473 1457069760
4	146100_4	239N	1457067473 1457069850
4	146100_4	238N	1457067473 1457069970
4	146100_4	237N	1457067473 1457070060
4	146100_4	236N	1457067473 1457070180
4	146100_4	235N	1457067473 1457070270
4	146100_4	234N	1457067473 1457070360
4	146100_4	423N	1457067473 1457070450
4	146100_4	420N	1457067473 1457070750
4	146100_4	419N	1457067473 1457070810
4	146100_4	418N	1457067473 1457070900
4	146100_4	640N	1457067473 1457070990
4	146100_4	635N	1457067473 1457071260
4	146100_4	631N	1457067473 1457071470
4	146100_4	630N	1457067473 1457071590
4	146100_4	629N	1457067473 1457071680
4	146100_4	628N	1457067473 1457071770
4	146100_4	627N	1457067473 1457071890
4	146100_4	626N	1457067473 1457071980
4	146100_4	625N	1457067473 1457072100
4	146100_4	624N	1457067473 1457072190
4	146100_4	623N	1457067473 1457072250
4	146100_4	622N	1457067473 1457072340
4	146100_4	621N	1457067473 1457072430
4	146100_4	416N	1457067473 1457072580
4	146100_4	415N	1457067473 1457072700
4	146100_4	414N	1457067473 1457072850
4	146100_4	413N	1457067473 1457072940
4	146100_4	412N	1457067473 1457073030
4	146100_4	411N	1457067473 1457073090
4	146100_4	410N	1457067473 1457073150
4	146100_4	409N	1457067473 1457073840
4	146100_4	408N	1457067473 1457073930
4	146100_4	407N	1457067473 1457073990
4	146100_4	406N	1457067473 1457074080
4	146100_4	405N	1457067473 1457074200
