route	trip	stop	time
4	134550_4	257S	1458183316 1458187115
4	144400_4	257N	1458187048 1458187440
4	144400_4	256N	1458187048 1458187530
4	144400_4	255N	1458187048 1458187590
4	144400_4	254N	1458187048 1458187680
4	144400_4	253N	1458187048 1458187740
4	144400_4	252N	1458187048 1458187860
4	144400_4	251N	1458187048 1458187950
4	144400_4	250N	1458187048 1458188100
4	144400_4	249N	1458187048 1458188220
4	144400_4	248N	1458187048 1458188340
4	144400_4	239N	1458187048 1458188430
4	144400_4	238N	1458187048 1458188550
4	144400_4	237N	1458187048 1458188640
4	144400_4	236N	1458187048 1458188760
4	144400_4	235N	1458187048 1458188850
4	144400_4	234N	1458187048 1458188940
4	144400_4	423N	1458187048 1458189030
4	144400_4	420N	1458187048 1458189330
4	144400_4	419N	1458187048 1458189390
4	144400_4	418N	1458187048 1458189480
4	144400_4	640N	1458187048 1458189570
4	144400_4	639N	1458187048 1458189690
4	144400_4	638N	1458187048 1458189780
4	144400_4	637N	1458187048 1458189840
4	144400_4	636N	1458187048 1458189930
4	144400_4	635N	1458187048 1458190020
4	144400_4	634N	1458187048 1458190140
4	144400_4	633N	1458187048 1458190200
4	144400_4	632N	1458187048 1458190260
4	144400_4	631N	1458187048 1458190380
4	144400_4	629N	1458187048 1458190530
4	144400_4	626N	1458187048 1458190770
4	144400_4	621N	1458187048 1458191040
4	144400_4	415N	1458187048 1458191280
4	144400_4	414N	1458187048 1458191430
4	144400_4	413N	1458187048 1458191520
4	144400_4	412N	1458187048 1458191610
4	144400_4	411N	1458187048 1458191670
4	144400_4	410N	1458187048 1458191730
4	144400_4	409N	1458187048 1458192420
4	144400_4	408N	1458187048 1458192510
4	144400_4	407N	1458187048 1458192570
4	144400_4	406N	1458187048 1458192660
4	144400_4	405N	1458187048 1458192780
4	144400_4	402N	1458187048 1458192900
4	144400_4	401N	1458187048 1458193020
4	000550_4	401S	1458187048 1458187530
4	000550_4	402S	1458187048 1458187650
4	000550_4	405S	1458187048 1458187770
4	000550_4	406S	1458187048 1458187890
4	000550_4	407S	1458187048 1458187950
4	000550_4	408S	1458187048 1458188010
4	000550_4	409S	1458187048 1458188100
4	000550_4	410S	1458187048 1458188190
4	000550_4	411S	1458187048 1458188280
4	000550_4	412S	1458187048 1458188340
4	000550_4	413S	1458187048 1458188430
4	000550_4	414S	1458187048 1458188550
4	000550_4	415S	1458187048 1458188730
4	000550_4	416S	1458187048 1458188850
