route	trip	stop	timestamp	arrival	isValid
4	074800_4..S06R	640S	1469519968	1469466810	false
4	074800_4..S06R	418S	1469519968	1469466930	false
4	074800_4..S06R	419S	1469519968	1469466990	false
4	074800_4..S06R	420S	1469519968	1469467080	false
4	074800_4..S06R	423S	1469519968	1469467380	false
4	074800_4..S06R	234S	1469519968	1469467500	false
4	074800_4..S06R	235S	1469519968	1469467590	false
4	074800_4..S06R	239S	1469519968	1469467830	false
4	074800_4..S06R	250S	1469519968	1469468160	false
4	134600_4..S01X003	257S	1469591659	1469591595	true
4	000550_4..S01X034	401S	1469591867	1469592330	false
4	000550_4..S01X034	402S	1469591867	1469592450	false
4	000550_4..S01X034	405S	1469591867	1469592570	false
4	000550_4..S01X034	406S	1469591867	1469592690	false
4	000550_4..S01X034	407S	1469591867	1469592750	false
4	000550_4..S01X034	408S	1469591867	1469592810	false
4	000550_4..S01X034	409S	1469591867	1469592900	false
4	000550_4..S01X034	410S	1469591867	1469592990	false
4	000550_4..S01X034	411S	1469591867	1469593080	false
4	000550_4..S01X034	412S	1469591867	1469593140	false
4	000550_4..S01X034	413S	1469591867	1469593230	false
4	000550_4..S01X034	414S	1469591867	1469593350	false
4	000550_4..S01X034	415S	1469591867	1469593530	false
4	000550_4..S01X034	416S	1469591867	1469593680	false
4	000550_4..S01X034	621S	1469591867	1469593830	false
4	000550_4..S01X034	622S	1469591867	1469593920	false
4	000550_4..S01X034	623S	1469591867	1469594010	false
4	000550_4..S01X034	624S	1469591867	1469594070	false
4	000550_4..S01X034	625S	1469591867	1469594160	false
4	000550_4..S01X034	626S	1469591867	1469594280	false
4	000550_4..S01X034	627S	1469591867	1469594400	false
4	000550_4..S01X034	628S	1469591867	1469594490	false
4	000550_4..S01X034	629S	1469591867	1469594610	false
4	000550_4..S01X034	630S	1469591867	1469594700	false
4	000550_4..S01X034	631S	1469591867	1469594820	false
4	000550_4..S01X034	635S	1469591867	1469595030	false
4	000550_4..S01X034	640S	1469591867	1469595300	false
4	000550_4..S01X034	418S	1469591867	1469595390	false
4	000550_4..S01X034	419S	1469591867	1469595480	false
4	000550_4..S01X034	420S	1469591867	1469595540	false
