route	trip	stop	timestamp	arrival	isValid
4	144050_4..N14R	420N	1457845195	1457845230	true
4	144050_4..N14R	419N	1457845244	1457845294	true
4	144050_4..N14R	418N	1457845356	1457845350	true
4	144050_4..N14R	640N	1457845497	1457845493	true
4	144050_4..N14R	635N	1457845797	1457845771	true
4	144050_4..N14R	631N	1457846099	1457846068	true
4	144050_4..N14R	629N	1457846213	1457846227	true
4	144050_4..N14R	626N	1457846437	1457846437	true
4	144050_4..N14R	621N	1457846704	1457846701	true
4	144050_4..N14R	416N	1457846855	1457846881	true
4	144050_4..N14R	415N	1457847043	1457846961	true
4	144050_4..N14R	414N	1457847155	1457847210	true
4	144050_4..N14R	413N	1457847268	1457847297	true
4	144050_4..N14R	412N	1457847345	1457847394	true
4	144050_4..N14R	411N	1457847459	1457847449	true
4	144050_4..N14R	410N	1457847533	1457847524	false
4	144050_4..N14R	409N	1457847533	1457847614	false
4	144050_4..N14R	408N	1457847685	1457847712	false
4	144050_4..N14R	407N	1457847685	1457847772	false
4	144050_4..N14R	406N	1457847874	1457847887	true
4	144050_4..N14R	405N	1457847972	1457847999	true
4	144050_4..N14R	402N	1457848064	1457848113	true
4	144050_4..N14R	401N	1457848250	1457848195	true
4	000400_4..S35X002	401S	1457845610	1457845440	true
4	000400_4..S35X002	402S	1457845721	1457845705	true
4	000400_4..S35X002	405S	1457845835	1457845811	true
4	000400_4..S35X002	406S	1457845910	1457845911	false
4	000400_4..S35X002	407S	1457845910	1457845971	false
4	000400_4..S35X002	408S	1457846022	1457846068	true
4	000400_4..S35X002	409S	1457846136	1457846171	true
4	000400_4..S35X002	410S	1457846213	1457846282	true
4	000400_4..S35X002	411S	1457846324	1457846321	true
4	000400_4..S35X002	412S	1457846400	1457846399	true
4	000400_4..S35X002	413S	1457846437	1457846505	true
4	000400_4..S35X002	414S	1457846553	1457846622	true
4	000400_4..S35X002	415S	1457846742	1457846746	true
4	000400_4..S35X002	416S	1457846855	1457846864	true
4	000400_4..S35X002	621S	1457847006	1457846992	true
4	000400_4..S35X002	626S	1457847268	1457847268	true
4	000400_4..S35X002	629S	1457847459	1457847458	true
4	000400_4..S35X002	631S	1457847647	1457847618	true
4	000400_4..S35X002	635S	1457847874	1457847832	true
4	000400_4..S35X002	640S	1457848175	1457848128	true
4	000400_4..S35X002	418S	1457848250	1457848263	true
4	000400_4..S35X002	419S	1457848364	1457848350	false
4	000400_4..S35X002	420S	1457848364	1457848410	false
4	145250_4..N14R	420N	1457845910	1457845950	true
4	145250_4..N14R	419N	1457846022	1457846003	true
4	145250_4..N14R	418N	1457846099	1457846071	true
4	145250_4..N14R	640N	1457846213	1457846180	true
4	145250_4..N14R	635N	1457846437	1457846438	true
4	145250_4..N14R	631N	1457846742	1457846681	true
4	145250_4..N14R	629N	1457846855	1457846865	true
4	145250_4..N14R	626N	1457847043	1457847058	true
4	145250_4..N14R	621N	1457847345	1457847325	true
4	145250_4..N14R	416N	1457847533	1457847500	true
4	145250_4..N14R	415N	1457847647	1457847594	true
4	145250_4..N14R	414N	1457847934	1457847762	true
4	145250_4..N14R	413N	1457847972	1457848050	true
4	145250_4..N14R	412N	1457848064	1457848124	true
4	145250_4..N14R	411N	1457848175	1457848178	true
4	145250_4..N14R	410N	1457848250	1457848250	false
4	145250_4..N14R	409N	1457848250	1457848340	false
4	145250_4..N14R	408N	1457848438	1457848427	true
4	145250_4..N14R	407N	1457848551	1457848511	true
4	145250_4..N14R	406N	1457848664	1457848640	true
4	145250_4..N14R	405N	1457848739	1457848753	true
4	145250_4..N14R	402N	1457848850	1457848851	true
4	145250_4..N14R	401N	1457849015	1457848950	true
4	001400_4..S13X020	401S	1457846136	1457846040	true
4	001400_4..S13X020	402S	1457846213	1457846287	true
4	001400_4..S13X020	405S	1457846400	1457846370	true
4	001400_4..S13X020	406S	1457846515	1457846490	true
4	001400_4..S13X020	407S	1457846553	1457846572	true
4	001400_4..S13X020	408S	1457846627	1457846655	true
4	001400_4..S13X020	409S	1457846742	1457846749	true
4	001400_4..S13X020	410S	1457846855	1457846835	true
4	001400_4..S13X020	411S	1457846930	1457846916	true
4	001400_4..S13X020	412S	1457847006	1457847008	true
4	001400_4..S13X020	413S	1457847043	1457847117	true
4	001400_4..S13X020	414S	1457847231	1457847219	true
