route	trip	stop	time
4	144100_4	257N	1456117287 1456117260
4	144100_4	256N	1456117325 1456117332
4	144100_4	255N	1456117325 1456117392
4	144100_4	254N	1456117514 1456117467
4	144100_4	253N	1456117514 1456117527
4	144100_4	252N	1456117628 1456117599
4	144100_4	251N	1456117740 1456117707
4	144100_4	250N	1456117852 1456117870
4	144100_4	249N	1456117968 1456117974
4	144100_4	248N	1456118044 1456118086
4	144100_4	239N	1456118230 1456118207
4	144100_4	235N	1456118532 1456118507
4	144100_4	234N	1456118607 1456118600
4	144100_4	423N	1456118759 1456118751
4	144100_4	420N	1456119061 1456119026
4	144100_4	419N	1456119136 1456119106
4	144100_4	418N	1456119210 1456119182
4	144100_4	640N	1456119324 1456119302
4	144100_4	635N	1456119737 1456119686
4	144100_4	631N	1456120075 1456120034
4	144100_4	629N	1456120228 1456120218
4	144100_4	626N	1456120453 1456120441
4	144100_4	621N	1456120755 1456120754
4	144100_4	416N	1456120944 1456120922
4	144100_4	415N	1456121057 1456121482
4	144100_4	414N	1456121170 1456121162
4	144100_4	413N	1456121282 1456121269
4	144100_4	412N	1456121357 1456121359
4	144100_4	411N	1456121395 1456121470
4	144100_4	410N	1456121508 1456121514
4	144100_4	409N	1456121584 1456121625
4	144100_4	408N	1456121732 1456121704
4	144100_4	407N	1456121770 1456121789
4	144100_4	406N	1456121883 1456121883
4	144100_4	405N	1456121996 1456121991
4	144100_4	402N	1456122070 1456122097
4	144100_4	401N	1456122259 1456122187
4	000550_4	401S	1456203495 1456203930
4	000550_4	402S	1456203495 1456204050
4	000550_4	405S	1456203495 1456204170
4	000550_4	406S	1456203495 1456204290
4	000550_4	407S	1456203495 1456204350
4	000550_4	408S	1456203495 1456204410
4	000550_4	409S	1456203495 1456204500
4	000550_4	410S	1456203495 1456204590
4	000550_4	411S	1456203495 1456204680
4	000550_4	412S	1456203495 1456204740
4	000550_4	413S	1456203495 1456204830
4	000550_4	414S	1456203495 1456204950
4	000550_4	415S	1456203495 1456205130
4	000550_4	416S	1456203495 1456205250
4	000550_4	621S	1456203495 1456205520
4	000550_4	626S	1456203495 1456205970
4	000550_4	629S	1456203495 1456206300
4	000550_4	631S	1456203495 1456206510
4	000550_4	635S	1456119848 1456119820
4	000550_4	640S	1456120228 1456120209
4	000550_4	418S	1456120341 1456120313
4	000550_4	419S	1456120341 1456120403
4	000550_4	420S	1456120453 1456120467
4	000550_4	423S	1456120689 1456120796
4	000550_4	234S	1456120869 1456120842
4	000550_4	235S	1456120982 1456120983
4	000550_4	236S	1456121057 1456121081
4	000550_4	237S	1456121170 1456121180
4	000550_4	238S	1456121395 1456121333
4	000550_4	239S	1456121508 1456121507
4	000550_4	248S	1456121657 1456121668
4	000550_4	249S	1456121770 1456121765
4	000550_4	250S	1456121883 1456122439
4	000550_4	251S	1456121996 1456122011
4	000550_4	252S	1456122145 1456122122
4	000550_4	253S	1456122183 1456122269
4	000550_4	254S	1456122297 1456122269
4	000550_4	255S	1456122372 1456122367
4	000550_4	256S	1456122447 1456122455
4	000550_4	257S	1456122485 1456122469
4	001500_4	401S	1456203495 1456204500
4	001500_4	402S	1456203495 1456204620
4	001500_4	405S	1456203495 1456204740
4	001500_4	406S	1456203495 1456204860
4	001500_4	407S	1456203495 1456204920
4	001500_4	408S	1456203495 1456204980
4	001500_4	409S	1456203495 1456205070
4	001500_4	410S	1456203495 1456205160
4	001500_4	411S	1456203495 1456205250
4	001500_4	412S	1456203495 1456205310
4	001500_4	413S	1456203495 1456205400
4	001500_4	414S	1456203495 1456205520
4	001500_4	415S	1456203495 1456205700
4	001500_4	416S	1456203495 1456205820
4	001500_4	621S	1456203495 1456206180
4	001500_4	622S	1456203495 1456206270
4	001500_4	623S	1456203495 1456206360
4	001500_4	624S	1456203495 1456206420
4	001500_4	625S	1456203495 1456206510
4	001500_4	626S	1456203495 1456206630
4	001500_4	627S	1456203495 1456206750
4	001500_4	628S	1456203495 1456206840
4	001500_4	629S	1456203495 1456206960
4	001500_4	630S	1456203495 1456207050
4	001500_4	631S	1456203495 1456207170
4	001500_4	632S	1456120640 1456120647
4	001500_4	633S	1456120689 1456120718
4	001500_4	634S	1456120755 1456120787
4	001500_4	635S	1456120982 1456120919
4	001500_4	636S	1456121132 1456121112
4	001500_4	637S	1456121170 1456121235
4	001500_4	638S	1456121282 1456121290
4	001500_4	639S	1456121357 1456121356
4	001500_4	640S	1456121470 1456121469
4	001500_4	418S	1456121584 1456121582
4	001500_4	419S	1456121657 1456121655
4	001500_4	420S	1456121732 1456121734
4	001500_4	423S	1456121996 1456121976
4	001500_4	234S	1456122145 1456122107
4	001500_4	235S	1456122297 1456122263
4	001500_4	236S	1456122297 1456122323
4	001500_4	237S	1456122447 1456122443
4	001500_4	238S	1456122598 1456122581
4	001500_4	239S	1456122747 1456122746
4	001500_4	248S	1456122897 1456122885
4	001500_4	249S	1456122972 1456122973
4	001500_4	250S	1456123085 1456123645
4	001500_4	251S	1456123200 1456123226
4	001500_4	252S	1456123354 1456123336
4	001500_4	253S	1456123391 1456123475
4	001500_4	254S	1456123504 1456123488
4	001500_4	255S	1456123579 1456123583
4	001500_4	256S	1456123730 1456123663
4	001500_4	257S	1456123920 1456123837
4	145900_4	257N	1456118343 1456118340
4	145900_4	256N	1456118343 1456118430
4	145900_4	255N	1456118457 1456118446
4	145900_4	254N	1456118532 1456118550
4	145900_4	253N	1456118645 1456118651
4	145900_4	252N	1456118721 1456118700
4	145900_4	251N	1456118834 1456118822
4	145900_4	250N	1456118948 1456118995
4	145900_4	249N	1456119136 1456119105
4	145900_4	248N	1456119210 1456119204
4	145900_4	239N	1456119436 1456119381
4	145900_4	238N	1456119549 1456119545
4	145900_4	237N	1456119662 1456119675
4	145900_4	236N	1456119790 1456119792
4	145900_4	235N	1456119848 1456119877
4	145900_4	234N	1456120037 1456119994
4	145900_4	423N	1456120153 1456120171
4	145900_4	420N	1456120453 1456120440
4	145900_4	419N	1456120529 1456120516
4	145900_4	418N	1456120565 1456120631
4	145900_4	640N	1456120689 1456120715
4	145900_4	635N	1456121282 1456121218
4	145900_4	631N	1456121584 1456121567
4	145900_4	629N	1456121770 1456121756
4	145900_4	626N	1456122070 1456122021
4	145900_4	621N	1456122372 1456122380
4	145900_4	416N	1456122598 1456122572
4	145900_4	415N	1456122673 1456123149
4	145900_4	414N	1456122860 1456122848
4	145900_4	413N	1456122972 1456122965
4	145900_4	412N	1456123085 1456123062
4	145900_4	411N	1456123162 1456123148
4	145900_4	410N	1456123200 1456123235
4	145900_4	409N	1456123354 1456123329
4	145900_4	408N	1456123391 1456123447
