route	trip	stop	time
5	000300_5	420N	1475466914 1475467380
5	000300_5	419N	1475466914 1475467440
5	000300_5	418N	1475466914 1475467530
5	000300_5	640N	1475466914 1475467620
5	000300_5	635N	1475466914 1475467890
5	000300_5	631N	1475466914 1475468100
5	000300_5	629N	1475466914 1475468220
5	000300_5	626N	1475466914 1475468430
5	000300_5	621N	1475466914 1475468730
5	000300_5	416N	1475466914 1475468880
5	000300_5	222N	1475466914 1475469030
5	000300_5	221N	1475466914 1475469150
5	000300_5	220N	1475466914 1475469270
5	000300_5	219N	1475466914 1475469360
5	000300_5	218N	1475466914 1475469420
5	000300_5	217N	1475466914 1475469480
5	000300_5	216N	1475466914 1475469570
5	000300_5	215N	1475466914 1475469690
5	000300_5	214N	1475466914 1475469780
5	000300_5	213N	1475466914 1475469870
5	000300_5	212N	1475466914 1475469990
5	000300_5	211N	1475466914 1475470110
5	000300_5	210N	1475466914 1475470230
5	000300_5	209N	1475466914 1475470290
5	000300_5	208N	1475466914 1475470380
5	000300_5	207N	1475466914 1475470470
5	000300_5	206N	1475466914 1475470560
5	000300_5	205N	1475466914 1475470620
5	000300_5	204N	1475466914 1475470710
5	000300_5	201N	1475466914 1475470830
5	145450_5	420N	1475382124 1475382111
5	145450_5	419N	1475382193 1475382184
5	145450_5	418N	1475382298 1475382254
5	145450_5	640N	1475382410 1475382381
5	145450_5	635N	1475382645 1475382630
5	145450_5	631N	1475382827 1475382851
5	145450_5	629N	1475382827 1475382971
5	145450_5	626N	1475382827 1475383181
5	145450_5	621N	1475382827 1475383481
5	145450_5	416N	1475383694 1475383667
5	145450_5	222N	1475383825 1475383848
5	145450_5	221N	1475383997 1475383974
5	145450_5	220N	1475384101 1475384094
5	145450_5	219N	1475384171 1475384181
5	145450_5	218N	1475384277 1475384263
5	145450_5	217N	1475384347 1475384339
5	145450_5	216N	1475384417 1475384441
5	145450_5	215N	1475384520 1475384577
5	145450_5	214N	1475384668 1475384675
5	145450_5	213N	1475384668 1475384765
5	145450_5	212N	1475384668 1475384885
5	145450_5	211N	1475384668 1475385005
5	145450_5	210N	1475384668 1475385125
5	145450_5	209N	1475384668 1475385185
5	145450_5	208N	1475384668 1475385275
5	145450_5	207N	1475384668 1475385365
5	145450_5	206N	1475384668 1475385455
5	145450_5	205N	1475384668 1475385515
5	145450_5	204N	1475384668 1475385605
5	145450_5	201N	1475384668 1475385725
5	001850_5	201S	1475381915 1475381910
5	001850_5	204S	1475381915 1475382000
5	001850_5	205S	1475382055 1475382076
5	001850_5	206S	1475382124 1475382154
5	001850_5	207S	1475382193 1475382236
5	001850_5	208S	1475382298 1475382324
5	001850_5	209S	1475382437 1475382413
5	001850_5	210S	1475382437 1475382473
5	001850_5	211S	1475382584 1475382604
5	001850_5	212S	1475382645 1475382713
5	001850_5	213S	1475382827 1475382866
5	001850_5	214S	1475382827 1475382956
5	001850_5	215S	1475382827 1475383076
5	001850_5	216S	1475382827 1475383196
5	001850_5	217S	1475382827 1475383286
5	001850_5	218S	1475382827 1475383346
